enterprise_id,enterprise_type,fiscal_quarter,revenue_inr,raw_material_cost,energy_cost,logistics_cost,labour_cost,opex_total,capex,gst_input_credit,gst_output_tax,gst_refund_claimed,gst_refund_anomaly,export_incentive_claimed,bank_od_utilization_pct,related_party_txn_pct,is_shell_entity
UDYAM-TN-04-22-0998079,Micro,2022Q2,312815,125943,35348,18545,39148,218984,2405,35464,56307,35464,0,11070,60.4,7.6,0
UDYAM-TN-04-22-0998079,Micro,2022Q3,234199,98306,26509,20980,44553,190349,5723,33300,42156,33300,0,10248,57.9,7.6,0
UDYAM-TN-04-22-0998079,Micro,2022Q4,204618,85168,14244,14300,32844,146556,9944,21250,36831,21250,0,3909,78.6,7.6,0
UDYAM-TN-04-22-0998079,Micro,2023Q1,279797,108071,25142,23305,59567,216085,2574,38273,50364,38273,0,7722,70.9,7.6,0
UDYAM-TN-04-22-0998079,Micro,2023Q2,275123,116822,28981,18758,36233,200795,12788,32467,49522,32467,0,2682,86.2,7.6,0
UDYAM-TN-04-22-0998079,Micro,2023Q3,267280,127765,17433,17356,45377,207931,3780,34007,48110,34007,0,297,79.2,7.6,0
UDYAM-TN-04-22-0998079,Micro,2023Q4,178164,83107,10416,17545,27541,138609,5917,24108,32069,24108,0,2877,38.6,7.6,0
UDYAM-TN-04-22-0998079,Micro,2024Q1,213248,71600,16131,15637,47224,150592,2291,24935,38385,24935,0,5964,67.9,7.6,0
UDYAM-TN-04-22-0998079,Micro,2024Q2,303258,120225,34418,29642,52138,236423,7385,35306,54586,35306,0,11141,46.0,7.6,0
UDYAM-TN-04-22-0998079,Micro,2024Q3,246138,77864,16834,14481,56799,165978,2224,27023,44305,27023,0,8510,63.6,7.6,0
UDYAM-TN-04-22-0998079,Micro,2024Q4,201491,73145,16686,19031,22458,131319,7967,21546,36268,21546,0,8239,92.2,7.6,0
UDYAM-TN-24-20-0796923,Micro,2022Q1,82961,35310,8136,4566,18684,66695,651,10595,14933,10595,0,398,36.9,1.5,0
UDYAM-TN-24-20-0796923,Micro,2022Q2,100192,32185,8538,6271,18704,65698,4141,10576,18035,10576,0,3384,90.1,1.5,0
UDYAM-TN-24-20-0796923,Micro,2022Q3,87680,38432,5404,8655,15433,67924,1028,10246,15782,10246,0,4305,37.2,1.5,0
UDYAM-TN-24-20-0796923,Micro,2022Q4,63951,22469,7453,5963,7991,43875,1714,7516,11511,7516,0,1935,90.2,1.5,0
UDYAM-TN-24-20-0796923,Micro,2023Q1,83939,39218,4205,5617,13292,62332,2365,10613,15109,10613,0,899,89.4,1.5,0
UDYAM-TN-24-20-0796923,Micro,2023Q2,87918,39408,10523,8003,18693,76628,3836,13497,15825,13497,0,2912,48.0,1.5,0
UDYAM-TN-24-20-0796923,Micro,2023Q3,70664,24453,5971,3770,16207,50400,640,8120,12719,8120,0,3060,76.9,1.5,0
UDYAM-TN-24-20-0796923,Micro,2023Q4,56173,20606,4064,2997,6563,34229,397,5523,10111,5523,0,206,19.8,1.5,0
UDYAM-TN-24-20-0796923,Micro,2024Q1,89962,39894,10034,5569,15034,70531,2023,12086,16193,12086,0,1655,54.9,1.5,0
UDYAM-TN-24-20-0796923,Micro,2024Q2,126252,44500,14700,7112,16121,82434,1710,12434,22725,12434,0,335,46.1,1.5,0
UDYAM-TN-24-20-0796923,Micro,2024Q3,79316,36269,4795,4951,14944,60959,2147,10647,14277,10647,0,2976,81.0,1.5,0
UDYAM-TN-24-20-0796923,Micro,2024Q4,65845,32039,7240,3825,7854,50958,1428,7970,11852,7970,0,2868,94.8,1.5,0
UDYAM-TN-37-22-0558137,Micro,2022Q1,250412,93755,24796,16397,25870,160817,10657,28663,45074,28663,0,6449,25.9,10.6,0
UDYAM-TN-37-22-0558137,Micro,2022Q2,367893,140340,23306,34470,88590,286706,8537,48157,66221,48157,0,2313,87.9,10.6,0
UDYAM-TN-37-22-0558137,Micro,2022Q3,342068,128263,20447,17159,52359,218229,10282,38748,61572,38748,0,14378,36.7,10.6,0
UDYAM-TN-37-22-0558137,Micro,2022Q4,236028,82921,22244,12406,57021,174593,4518,29562,42485,29562,0,3862,47.1,10.6,0
UDYAM-TN-37-22-0558137,Micro,2023Q1,343163,109928,32579,23569,83761,249837,6969,39326,61769,39326,0,7939,56.8,10.6,0
UDYAM-TN-37-22-0558137,Micro,2023Q2,315900,102806,27495,19956,67868,218126,8822,33325,56862,33325,0,13597,19.9,10.6,0
UDYAM-TN-37-22-0558137,Micro,2023Q3,340729,115750,26859,28675,58419,229703,42,36317,61331,36317,0,4806,11.5,10.6,0
UDYAM-TN-37-22-0558137,Micro,2023Q4,196883,90888,19583,15832,42250,168553,1464,26658,35439,26658,0,1455,55.2,10.6,0
UDYAM-TN-37-22-0558137,Micro,2024Q1,268320,88357,13606,21390,41601,164954,8836,25921,48298,25921,0,2637,60.1,10.6,0
UDYAM-TN-37-22-0558137,Micro,2024Q2,421390,155040,30534,24755,68519,278848,7174,44438,75850,44438,0,4462,93.4,10.6,0
UDYAM-TN-37-22-0558137,Micro,2024Q3,249053,97725,21391,15569,31738,166423,585,27152,44829,27152,0,4641,38.9,10.6,0
UDYAM-TN-37-22-0558137,Micro,2024Q4,220407,103921,25081,17397,46619,193018,8559,30551,39673,30551,0,4476,89.5,10.6,0
UDYAM-TN-06-23-0540660,Micro,2022Q1,822742,367416,45863,64367,192638,670284,35603,105075,148094,105075,0,4280,19.3,13.0,0
UDYAM-TN-06-23-0540660,Micro,2022Q2,1350786,506120,147638,112701,182192,948651,23642,154782,243142,154782,0,4477,19.5,13.0,0
UDYAM-TN-06-23-0540660,Micro,2022Q3,904134,387842,59401,49044,173903,670190,5514,99402,162744,99402,0,31954,26.8,13.0,0
UDYAM-TN-06-23-0540660,Micro,2022Q4,677486,324280,65996,62989,150843,604108,14895,96297,121947,96297,0,21184,84.5,13.0,0
UDYAM-TN-06-23-0540660,Micro,2023Q1,822740,352234,78006,53242,165056,648539,30988,101353,148093,101353,0,9413,25.1,13.0,0
UDYAM-TN-06-23-0540660,Micro,2023Q2,1265498,423095,127545,81802,231422,863863,22391,124771,227790,124771,0,25137,60.1,13.0,0
UDYAM-TN-06-23-0540660,Micro,2023Q3,889096,422267,104332,49876,98705,675180,29159,104583,160037,104583,0,37196,38.9,13.0,0
UDYAM-TN-06-23-0540660,Micro,2023Q4,652169,281223,70357,51441,85828,488849,14001,74736,117390,74736,0,16123,27.6,13.0,0
UDYAM-TN-06-23-0540660,Micro,2024Q1,984466,487479,117877,58931,104355,768642,16776,126520,177204,126520,0,16644,35.5,13.0,0
UDYAM-TN-06-23-0540660,Micro,2024Q2,1143840,548566,97630,72295,194070,912561,22515,143858,205891,143858,0,25909,89.7,13.0,0
UDYAM-TN-06-23-0540660,Micro,2024Q3,1077425,495016,63811,106860,193464,859151,2619,132725,193936,132725,0,29746,21.0,13.0,0
UDYAM-TN-06-23-0540660,Micro,2024Q4,791006,277832,39627,56314,97397,471170,19028,84775,142381,84775,0,30119,39.6,13.0,0
UDYAM-TN-29-23-0000709,Small,2022Q1,5067439,2025935,298282,304161,984861,3613239,167454,525656,912139,525656,0,29725,86.6,4.5,0
UDYAM-TN-29-23-0000709,Small,2022Q2,5298756,1926720,351977,507212,756340,3542249,52898,623451,953776,623451,0,20189,51.8,4.5,0
UDYAM-TN-29-23-0000709,Small,2022Q3,5170998,1915954,424751,505402,937379,3783486,234551,636620,930780,636620,0,212520,39.6,4.5,0
UDYAM-TN-29-23-0000709,Small,2022Q4,3955880,1510591,400269,365654,917605,3194119,9583,559260,712058,559260,0,40438,54.1,4.5,0
UDYAM-TN-29-23-0000709,Small,2023Q1,4280937,1420382,281655,231603,459368,2393008,133062,418688,770569,418688,0,12440,85.3,4.5,0
UDYAM-TN-29-23-0000709,Small,2023Q2,5673868,1745861,323543,380696,1201837,3651936,209928,614807,1021296,614807,0,122024,12.7,4.5,0
UDYAM-TN-29-23-0000709,Small,2023Q3,5960984,2489476,516322,554550,1021830,4582179,212956,719765,1072977,719765,0,213929,57.0,4.5,0
UDYAM-TN-29-23-0000709,Small,2023Q4,3356519,1278053,329803,246067,493841,2347764,143452,420687,604173,420687,0,139653,49.6,4.5,0
UDYAM-TN-29-23-0000709,Small,2024Q1,4209533,1982852,425570,292304,1003167,3703894,179784,653869,757716,653869,0,205983,67.5,4.5,0
UDYAM-TN-29-23-0000709,Small,2024Q2,6674122,2331764,649617,507128,983166,4471674,181958,676462,1201342,676462,0,69630,74.5,4.5,0
UDYAM-TN-29-23-0000709,Small,2024Q3,4583377,1735795,514209,456767,620546,3327317,27076,563264,825008,563264,0,158820,82.6,4.5,0
UDYAM-TN-29-23-0000709,Small,2024Q4,4784359,1494758,312138,297080,902771,3006748,98673,466293,861185,466293,0,30299,63.7,4.5,0
UDYAM-TN-01-22-0856801,Micro,2022Q1,1060748,389775,76417,96327,229860,792379,46945,134504,190935,134504,0,28525,27.2,7.2,0
UDYAM-TN-01-22-0856801,Micro,2022Q2,886975,402622,69241,52961,184638,709462,8418,122347,159655,122347,0,12855,65.0,7.2,0
UDYAM-TN-01-22-0856801,Micro,2022Q3,1058666,423097,102354,73138,252204,850793,50954,150134,190560,150134,0,30796,40.5,7.2,0
UDYAM-TN-01-22-0856801,Micro,2022Q4,847290,386342,49001,72187,101244,608775,8900,90178,152512,90178,0,17630,37.3,7.2,0
UDYAM-TN-01-22-0856801,Micro,2023Q1,888847,274859,50841,82501,173908,582109,1671,94671,159992,94671,0,21629,66.7,7.2,0
UDYAM-TN-01-22-0856801,Micro,2023Q2,961335,326726,71173,95947,123971,617817,56,99101,173040,99101,0,40711,26.9,7.2,0
UDYAM-TN-01-22-0856801,Micro,2023Q3,783905,345122,63403,70242,173684,652450,3109,112836,141103,112836,0,15930,13.6,7.2,0
UDYAM-TN-01-22-0856801,Micro,2023Q4,608607,289261,60666,36725,104962,491614,20665,78228,109549,78228,0,27803,17.8,7.2,0
UDYAM-TN-01-22-0856801,Micro,2024Q1,753678,259134,45881,51074,185898,541987,29439,87711,135662,87711,0,13238,16.5,7.2,0
UDYAM-TN-01-22-0856801,Micro,2024Q2,1204490,399408,67094,63994,236558,767054,41274,116216,216808,116216,0,25524,83.1,7.2,0
UDYAM-TN-01-22-0856801,Micro,2024Q3,896866,283059,73686,86274,131492,574510,24744,96420,161436,96420,0,40085,34.3,7.2,0
UDYAM-TN-01-22-0856801,Micro,2024Q4,845066,404201,53302,77829,153122,688454,1334,110988,152112,110988,0,34214,23.0,7.2,0
UDYAM-TN-27-23-0901737,Micro,2022Q1,854239,302718,57924,84760,127376,572778,29532,101507,153763,101507,0,5063,62.4,1.8,0
UDYAM-TN-27-23-0901737,Micro,2022Q2,985680,415258,102213,90856,231918,840245,14291,140538,177422,140538,0,45719,73.2,1.8,0
UDYAM-TN-27-23-0901737,Micro,2022Q3,773959,381375,48907,71181,143340,644804,8751,114556,139313,114556,0,7792,30.2,1.8,0
UDYAM-TN-27-23-0901737,Micro,2022Q4,562467,187344,44276,39221,93002,363844,26745,53348,101244,53348,0,25403,82.6,1.8,0
UDYAM-TN-27-23-0901737,Micro,2023Q1,680429,290279,49638,39001,108187,487105,8931,80060,122477,80060,0,5675,65.5,1.8,0
UDYAM-TN-27-23-0901737,Micro,2023Q2,987168,399949,60883,98310,114945,674087,45595,97941,177690,97941,0,15559,43.9,1.8,0
UDYAM-TN-27-23-0901737,Micro,2023Q3,981346,296452,95798,50892,122205,565348,16546,96539,176642,96539,0,7047,49.0,1.8,0
UDYAM-TN-27-23-0901737,Micro,2023Q4,589974,286216,62570,56610,128608,534003,20466,85869,106195,85869,0,25978,65.2,1.8,0
UDYAM-TN-27-23-0901737,Micro,2024Q1,826360,293565,90195,54862,132219,570841,30218,86905,148745,86905,0,39987,17.6,1.8,0
UDYAM-TN-27-23-0901737,Micro,2024Q2,1082350,346439,58299,70178,159279,634195,32102,107493,194823,107493,0,29727,42.0,1.8,0
UDYAM-TN-27-23-0901737,Micro,2024Q3,1011479,412494,79605,66274,229504,787876,2721,117596,182066,117596,0,12099,88.5,1.8,0
UDYAM-TN-27-23-0901737,Micro,2024Q4,663866,302034,78139,35493,108681,524347,11628,78559,119496,78559,0,8633,28.8,1.8,0
UDYAM-TN-19-20-0821876,Small,2022Q1,4501385,1739722,294145,285461,984758,3304087,39777,477695,810249,477695,0,183499,36.4,1.7,0
UDYAM-TN-19-20-0821876,Small,2022Q2,6185669,2321008,716446,339526,717455,4094436,218337,657611,1113420,657611,0,253316,60.5,1.7,0
UDYAM-TN-19-20-0821876,Small,2022Q3,4519846,1749902,338571,276557,984456,3349486,220123,504231,813572,504231,0,171664,54.3,1.7,0
UDYAM-TN-19-20-0821876,Small,2022Q4,3098313,1046258,364623,260485,492189,2163555,132558,367335,557696,367335,0,42991,13.5,1.7,0
UDYAM-TN-19-20-0821876,Small,2023Q1,4990565,2248748,413874,380633,596488,3639743,188167,623969,898302,623969,0,79302,15.7,1.7,0
UDYAM-TN-19-20-0821876,Small,2023Q2,5184612,2041304,299567,347683,766648,3455202,159277,572571,933230,572571,0,183413,35.8,1.7,0
UDYAM-TN-19-20-0821876,Small,2023Q3,3744714,1279583,352762,349765,784588,2766698,107949,478582,674049,478582,0,690,64.3,1.7,0
UDYAM-TN-19-20-0821876,Small,2023Q4,3463294,1206725,211342,297376,408245,2123689,52579,367435,623393,367435,0,23882,16.9,1.7,0
UDYAM-TN-19-20-0821876,Small,2024Q1,5438741,1903686,631467,433889,1012068,3981111,206920,683782,978973,683782,0,2889,16.5,1.7,0
UDYAM-TN-19-20-0821876,Small,2024Q2,6138375,2736291,416726,324544,986916,4464476,77255,774426,1104907,774426,0,282599,28.5,1.7,0
UDYAM-TN-19-20-0821876,Small,2024Q3,4881054,2270847,407238,369628,653534,3701247,190830,628260,878590,628260,0,190715,42.9,1.7,0
UDYAM-TN-19-20-0821876,Small,2024Q4,3310659,1439680,361626,202734,615840,2619879,31194,411404,595919,411404,0,14857,55.2,1.7,0
UDYAM-TN-33-22-0659105,Medium,2022Q1,109862455,50321214,7759652,5977458,17254150,81312473,4713318,14217251,19775242,14217251,0,3176599,79.6,8.1,0
UDYAM-TN-33-22-0659105,Medium,2022Q2,127093417,56348570,13822227,12099880,13670955,95941631,1713536,15051810,22876815,15051810,0,825768,52.6,8.1,0
UDYAM-TN-33-22-0659105,Medium,2022Q3,95011386,30644886,6510602,9080777,14212606,60448871,4486343,9527678,17102049,9527678,0,1463984,66.7,8.1,0
UDYAM-TN-33-22-0659105,Medium,2022Q4,71674061,27283046,5583611,5532643,10411459,48810760,616066,7279984,12901331,7279984,0,1929186,20.3,8.1,0
UDYAM-TN-33-22-0659105,Medium,2023Q1,98893605,48761215,7589734,6219971,24438696,87009615,1106555,15382906,17800849,15382906,0,773388,42.2,8.1,0
UDYAM-TN-33-22-0659105,Medium,2023Q2,123100268,48113525,9012379,10023689,20303343,87452936,3987085,13277230,22158048,13277230,0,4559032,86.9,8.1,0
UDYAM-TN-33-22-0659105,Medium,2023Q3,96368931,38627372,7768517,6830189,11273512,64499590,4339217,10641004,17346408,10641004,0,1601685,42.5,8.1,0
UDYAM-TN-33-22-0659105,Medium,2023Q4,90506649,39875181,4899863,4566251,10242095,59583391,829036,9369120,16291197,9369120,0,3745207,22.4,8.1,0
UDYAM-TN-33-22-0659105,Medium,2024Q1,99119880,42716693,9043754,6899816,12169320,70829583,1885045,11227675,17841578,11227675,0,417173,27.9,8.1,0
UDYAM-TN-33-22-0659105,Medium,2024Q2,106388759,40788871,10562229,6104578,25659436,83115115,3198166,13065214,19149977,13065214,0,1246124,73.8,8.1,0
UDYAM-TN-33-22-0659105,Medium,2024Q3,96032998,46124202,9947482,5466041,9980672,71518397,3166888,10590929,17285940,10590929,0,985366,60.8,8.1,0
UDYAM-TN-33-22-0659105,Medium,2024Q4,61616028,22626103,4080973,6053684,13555178,46315938,815733,7407439,11090885,7407439,0,808116,52.9,8.1,0
UDYAM-TN-20-21-0125246,Micro,2022Q1,205301,97239,17650,16230,23032,154152,8744,25140,36954,25140,0,262,38.2,7.8,0
UDYAM-TN-20-21-0125246,Micro,2022Q2,194735,66029,21826,16779,21336,125969,8230,19120,35052,19120,0,7898,82.2,7.8,0
UDYAM-TN-20-21-0125246,Micro,2022Q3,210835,71360,25262,20088,22419,139130,3655,23670,37950,23670,0,4101,14.7,7.8,0
UDYAM-TN-20-21-0125246,Micro,2022Q4,137820,67040,14032,7088,24438,112597,4533,18730,24808,18730,0,3299,79.6,7.8,0
UDYAM-TN-20-21-0125246,Micro,2023Q1,180130,66103,14417,9091,39554,129165,7859,23208,32423,23208,0,5509,58.1,7.8,0
UDYAM-TN-20-21-0125246,Micro,2023Q2,198347,90650,14795,17294,46132,168871,6966,28830,35703,28830,0,3838,50.5,7.8,0
UDYAM-TN-20-21-0125246,Micro,2023Q3,153840,58048,9522,10954,38263,116787,285,19608,27691,19608,0,6128,31.8,7.8,0
UDYAM-TN-20-21-0125246,Micro,2023Q4,130914,65279,14389,7892,27001,114562,3815,20277,23565,20277,0,5015,56.8,7.8,0
UDYAM-TN-20-21-0125246,Micro,2024Q1,224484,105754,21291,12213,50851,190110,1176,28058,40407,28058,0,295,22.8,7.8,0
UDYAM-TN-20-21-0125246,Micro,2024Q2,252340,76993,22659,12744,53517,165913,4413,23987,45421,23987,0,7919,32.1,7.8,0
UDYAM-TN-20-21-0125246,Micro,2024Q3,195830,88224,12306,9806,19737,130073,5203,20306,35249,20306,0,1248,35.1,7.8,0
UDYAM-TN-20-21-0125246,Micro,2024Q4,148739,47900,10854,7969,26576,93299,5439,14364,26773,14364,0,6190,52.1,7.8,0
UDYAM-TN-24-21-0267509,Small,2022Q1,11662923,4277386,1285392,1043594,2902334,9508705,407334,1479051,2099326,1479051,0,149651,15.6,1.7,0
UDYAM-TN-24-21-0267509,Small,2022Q2,17089952,6645359,1328724,1349072,2865123,12188278,492736,1970232,3076191,1970232,0,177359,28.4,1.7,0
UDYAM-TN-24-21-0267509,Small,2022Q3,13284726,5927087,990285,1056713,2873752,10847837,244069,1571210,2391251,1571210,0,283043,83.8,1.7,0
UDYAM-TN-24-21-0267509,Small,2022Q4,12893530,5933668,727383,1119997,1995136,9776183,415679,1601554,2320835,1601554,0,126516,31.1,1.7,0
UDYAM-TN-24-21-0267509,Small,2023Q1,13985122,6604466,1207944,1381286,3219008,12412704,43677,1858011,2517322,1858011,0,492516,36.2,1.7,0
UDYAM-TN-24-21-0267509,Small,2023Q2,19225802,7029864,2171959,1873881,3008325,14084029,908200,2078922,3460644,2078922,0,381859,25.9,1.7,0
UDYAM-TN-24-21-0267509,Small,2023Q3,13172094,6577402,1381219,1291087,2535921,11785630,307872,1814269,2370977,1814269,0,590219,29.1,1.7,0
UDYAM-TN-24-21-0267509,Small,2023Q4,13020227,5505392,1410673,1237037,1706998,9860100,523604,1608918,2343641,1608918,0,445730,56.3,1.7,0
UDYAM-TN-24-21-0267509,Small,2024Q1,11601239,5310636,662977,1052664,1347856,8374133,328746,1238348,2088223,1238348,0,492270,75.3,1.7,0
UDYAM-TN-24-21-0267509,Small,2024Q2,15290789,6796630,1368473,852236,1541981,10559320,284469,1690218,2752342,1690218,0,612464,67.4,1.7,0
UDYAM-TN-24-21-0267509,Small,2024Q3,13286675,5166801,1172474,1318571,3311638,10969483,468190,1650070,2391602,1650070,0,320455,49.1,1.7,0
UDYAM-TN-24-21-0267509,Small,2024Q4,9537229,3942998,730327,800553,1856976,7330854,334463,1197421,1716701,1197421,0,370735,40.8,1.7,0
UDYAM-TN-37-22-0125201,Micro,2022Q1,653936,214227,71768,35965,82203,404163,29623,60562,117708,60562,0,27809,92.0,12.1,0
UDYAM-TN-37-22-0125201,Micro,2022Q2,667781,330717,57333,52899,81307,522256,29199,78225,120201,78225,0,634,12.1,12.1,0
UDYAM-TN-37-22-0125201,Micro,2022Q3,592108,285153,67336,40593,117580,510662,15093,90010,106579,90010,0,7082,82.6,12.1,0
UDYAM-TN-37-22-0125201,Micro,2022Q4,494848,224984,48138,46342,51182,370646,20723,58112,89073,58112,0,22778,34.7,12.1,0
UDYAM-TN-37-22-0125201,Micro,2023Q1,623474,308516,63021,59275,127181,557994,10847,95962,112225,95962,0,25654,91.9,12.1,0
UDYAM-TN-37-22-0125201,Micro,2023Q2,616566,218902,44258,41083,122105,426348,16177,71780,110982,71780,0,15969,87.1,12.1,0
UDYAM-TN-37-22-0125201,Micro,2023Q3,528992,173270,54368,28808,131400,387848,5916,68236,95219,68236,0,13406,16.8,12.1,0
UDYAM-TN-37-22-0125201,Micro,2023Q4,548719,220667,40688,48424,79788,389567,22115,63914,98769,63914,0,15931,40.7,12.1,0
UDYAM-TN-37-22-0125201,Micro,2024Q1,548568,173037,47212,29371,71129,320749,4434,46364,98742,46364,0,17551,40.8,12.1,0
UDYAM-TN-37-22-0125201,Micro,2024Q2,749444,242247,66086,62798,105265,476395,20543,74493,134900,74493,0,12911,92.0,12.1,0
UDYAM-TN-37-22-0125201,Micro,2024Q3,666815,210434,77807,35610,107555,431406,13623,76312,120027,76312,0,5612,93.7,12.1,0
UDYAM-TN-37-22-0125201,Micro,2024Q4,475656,153101,48744,27840,118671,348355,2218,55248,85618,55248,0,8576,55.0,12.1,0
UDYAM-TN-10-20-0977690,Small,2022Q1,14366741,5465604,1198487,1353061,2204192,10221344,277376,1525149,2586013,1525149,0,539859,82.5,12.6,0
UDYAM-TN-10-20-0977690,Small,2022Q2,15827721,5101668,1171499,820614,2388587,9482368,569571,1392022,2848990,1392022,0,351062,47.4,12.6,0
UDYAM-TN-10-20-0977690,Small,2022Q3,12850310,5279108,1397361,945709,2968403,10590582,486273,1557190,2313056,1557190,0,89981,91.4,12.6,0
UDYAM-TN-10-20-0977690,Small,2022Q4,12141102,5946196,869043,937226,1487238,9239704,367394,1630860,2185398,1630860,0,573385,64.7,12.6,0
UDYAM-TN-10-20-0977690,Small,2023Q1,12109292,4788088,1353484,798541,2523885,9463999,450664,1506937,2179673,1506937,0,353796,72.3,12.6,0
UDYAM-TN-10-20-0977690,Small,2023Q2,17287590,6669457,1124811,1217122,4053554,13064944,34117,1923649,3111766,1923649,0,615108,19.5,12.6,0
UDYAM-TN-10-20-0977690,Small,2023Q3,15753202,5269566,1027322,1264537,3119139,10680565,764080,1896925,2835576,1896925,0,438796,83.4,12.6,0
UDYAM-TN-10-20-0977690,Small,2023Q4,13215743,6408805,1164980,749372,3034715,11357873,543184,2027969,2378834,2027969,0,386531,60.9,12.6,0
UDYAM-TN-10-20-0977690,Small,2024Q1,12702425,5613324,1129086,1134397,2537552,10414359,118739,1787808,2286436,1787808,0,543074,40.6,12.6,0
UDYAM-TN-10-20-0977690,Small,2024Q2,16087321,5992356,839830,994642,2570541,10397368,753298,1725903,2895718,1725903,0,57344,74.9,12.6,0
UDYAM-TN-10-20-0977690,Small,2024Q3,12291515,4010776,1196840,909635,1873689,7990940,563909,1356231,2212473,1356231,0,428389,61.6,12.6,0
UDYAM-TN-10-20-0977690,Small,2024Q4,10204279,4577478,709365,552976,1133297,6973117,289034,1007179,1836770,1007179,0,230497,25.9,12.6,0
UDYAM-TN-09-23-0078466,Small,2022Q1,10333122,4190775,1223660,637421,2536339,8588195,33436,1466297,1859962,1466297,0,220481,37.2,2.0,0
UDYAM-TN-09-23-0078466,Small,2022Q2,12136980,4777300,1325912,746830,2640232,9490274,323712,1482450,2184656,1482450,0,289050,29.4,2.0,0
UDYAM-TN-09-23-0078466,Small,2022Q3,11794329,5492757,1357411,648620,2882953,10381741,114130,1553783,2122979,1553783,0,181586,33.6,2.0,0
UDYAM-TN-09-23-0078466,Small,2022Q4,9977832,4438254,1074063,568129,1423107,7503552,82408,1101162,1796010,1101162,0,2293,84.0,2.0,0
UDYAM-TN-09-23-0078466,Small,2023Q1,10843195,4240287,622630,574901,1266816,6704634,501985,1151512,1951775,1151512,0,525288,89.0,2.0,0
UDYAM-TN-09-23-0078466,Small,2023Q2,11094226,4582420,760853,713730,2193587,8250591,478090,1409380,1996961,1409380,0,483777,33.0,2.0,0
UDYAM-TN-09-23-0078466,Small,2023Q3,13359622,4038018,728431,816026,1696052,7278528,521223,1273380,2404732,1273380,0,545833,51.1,2.0,0
UDYAM-TN-09-23-0078466,Small,2023Q4,10251631,3244633,1115209,624323,1596671,6580836,406339,1014859,1845294,1014859,0,92062,49.9,2.0,0
UDYAM-TN-09-23-0078466,Small,2024Q1,10948027,4588824,1154052,555139,2223991,8522007,23497,1287122,1970645,1287122,0,232577,18.5,2.0,0
UDYAM-TN-09-23-0078466,Small,2024Q2,15745939,6498801,1374203,1500111,1852278,11225393,159948,1989191,2834269,1989191,0,130694,11.3,2.0,0
UDYAM-TN-09-23-0078466,Small,2024Q3,10271521,4698529,834635,1016976,2445342,8995481,452471,1544436,1848874,1544436,0,85052,36.4,2.0,0
UDYAM-TN-09-23-0078466,Small,2024Q4,10334288,4008411,690905,938236,1136140,6773692,506255,1177896,1860172,1177896,0,507113,94.1,2.0,0
UDYAM-TN-06-21-0846827,Micro,2022Q1,396985,134040,32600,29300,85475,281416,18126,43682,71457,43682,0,4665,46.2,0.6,0
UDYAM-TN-06-21-0846827,Micro,2022Q2,351607,119839,26204,30167,83989,260199,11674,40542,63289,40542,0,2472,18.3,0.6,0
UDYAM-TN-06-21-0846827,Micro,2022Q3,393611,134626,31931,39199,45197,250953,6093,36162,70850,36162,0,9887,33.7,0.6,0
UDYAM-TN-06-21-0846827,Micro,2022Q4,255631,103083,25374,13045,57792,199295,6378,30665,46014,30665,0,8918,25.3,0.6,0
UDYAM-TN-06-21-0846827,Micro,2023Q1,362812,168210,42418,21691,50596,282914,15173,42884,65306,42884,0,8970,58.1,0.6,0
UDYAM-TN-06-21-0846827,Micro,2023Q2,415893,190809,25535,37800,55287,309432,8992,46172,74861,46172,0,14060,72.1,0.6,0
UDYAM-TN-06-21-0846827,Micro,2023Q3,303917,145364,29630,22617,32477,230089,1925,40023,54705,40023,0,6019,62.1,0.6,0
UDYAM-TN-06-21-0846827,Micro,2023Q4,276262,137466,27331,26900,51483,243180,2728,43627,49727,43627,0,2598,67.7,0.6,0
UDYAM-TN-06-21-0846827,Micro,2024Q1,348829,115468,36219,21484,51246,224417,13322,37449,62789,37449,0,16626,18.6,0.6,0
UDYAM-TN-06-21-0846827,Micro,2024Q2,358713,134777,19355,32233,50384,236749,444,40421,64568,40421,0,13624,71.8,0.6,0
UDYAM-TN-06-21-0846827,Micro,2024Q3,373452,168373,24782,26925,48451,268531,12527,39667,67221,39667,0,14006,79.5,0.6,0
UDYAM-TN-06-21-0846827,Micro,2024Q4,232697,105126,12399,21882,52962,192369,4310,29394,41885,29394,0,7356,88.9,0.6,0
UDYAM-TN-09-21-0863685,Medium,2022Q1,30681034,12867910,3333628,1826646,7027508,25055692,1527816,3664668,5522586,3664668,0,328048,76.7,8.8,0
UDYAM-TN-09-21-0863685,Medium,2022Q2,32790084,15728931,2118918,2611506,6211819,26671173,604208,3845371,5902215,3845371,0,427248,25.3,8.8,0
UDYAM-TN-09-21-0863685,Medium,2022Q3,35279211,16954958,1893092,2615054,7740314,29203418,176711,4464527,6350258,4464527,0,1109143,66.6,8.8,0
UDYAM-TN-09-21-0863685,Medium,2022Q4,21594079,9756960,1352009,2153963,2168915,15431847,956274,2336263,3886934,2336263,0,918236,40.2,8.8,0
UDYAM-TN-09-21-0863685,Medium,2023Q1,36808355,13827889,4187157,3586162,6158340,27759549,703228,4072464,6625504,4072464,0,444395,11.7,8.8,0
UDYAM-TN-09-21-0863685,Medium,2023Q2,43450930,13446284,4475308,2414348,10362390,30698330,1979178,4646323,7821167,4646323,0,1935925,28.5,8.8,0
