txn_id,timestamp,invoice_no,exporter_iec,importer_iec,exporter_district,hs_code,goods_description,quantity,unit,weight_kg,declared_value_usd,actual_value_usd,benchmark_value_usd,declared_unit_price,benchmark_unit_price,origin_country,origin_risk_score,port_of_export,port_hs_mismatch,transshipment_flag,payment_terms,bank_name,ad_code,price_deviation_pct,weight_to_value_ratio,is_round_invoice,is_ghost_shipment,is_duplicate_invoice,description_specificity,suspicious_filing_hour,days_to_gst_period,benford_first_digit,exporter_iec_age_days,exporter_is_shell,exporter_turnover_cap_ratio,fraud_type,is_fraud,flags,flag_count,risk_score,risk_level,price_dev,value_per_kg,high_risk_country,zero_weight_flag,rule_score,num_flags,label,invoice_frequency_per_iec,avg_price_per_hs_code,transaction_hour,is_night_transaction,duplicate_invoice_flag,description_length,is_vague_description,fraud_probability,fraud_prediction
b8ba0f89-4710-4f2a-a24b-b030fc9a9d1f,2025-11-20 14:34:51.917643,INV-Pu8188,89826032509,46781787936,Thoothukudi,7204,re-intermediate B2C markets products,1318.99,MTR,3718.2,90.62,266.45,266.45,0.0687,0.202,KP,1.0,INTUT1,0,0,DA,Indian Bank,614044,-65.99,41.032466,0,0,0,4,0,9,9,5110,0,1.6047451337706446,under_invoicing,1,"['under_invoicing', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'benford_anomaly_high_first_digit', 'risky_payment_terms_high_risk_origin']",5,1.0,CRITICAL,-0.65990099009901,0.0243720079542864,1,0,1.0,5,1,15,292.0691933518005,14,0,0,4,1,0.9988,1
b3045a17-bfee-4afb-923f-5d3373003119,2025-01-13 21:10:08.039756,INV-wM9862,25309417437,74156455993,Vellore,8542,mixed goods,7289.15,KG,0.0,1316782.94,1316782.94,1316782.94,180.6497,180.6497,GB,0.1,INNSA1,0,0,LC,City Union Bank,246301,0.0,0.0,0,1,0,2,0,2,1,0,0,2.9345615529406817,ghost_shipment,1,"['zero_weight_ghost_shipment', 'vague_goods_description', 'filing_just_before_gst_deadline', 'new_iec_holder_high_value_txn']",4,1.0,CRITICAL,0.0,1316782940000.0,0,1,1.0,4,1,11,156.68826228070176,21,0,0,2,1,0.9988,1
3b137e79-d7e8-4f37-8ec8-3a084a810926,2024-12-29 02:36:38.968102,INV-Vc0599,17852813842,12437010308,Namakkal,2601,engineer end-to-end e-tailers products,4971.29,PCS,15216.44,160.11,698.81,698.81,0.0322,0.1406,KP,1.0,INNSA1,0,0,DA,Union Bank of India,730475,-77.09,95.037047,0,0,0,4,1,18,1,730,0,2.27777489171867,under_invoicing,1,"['under_invoicing', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'off_hours_filing_2am_4am', 'risky_payment_terms_high_risk_origin']",5,1.0,CRITICAL,-0.7709815078236131,0.010522172071094,1,0,1.0,5,1,12,330.06623615084527,2,1,0,4,1,0.9988,1
dff7dcf5-5d54-48df-9a86-547580fedcf4,2025-08-07 23:47:24.640596,INV-bT7796,38907285607,48679071084,Sivaganga,7108,mixed goods,4686.34,MTR,0.0,285401384.8,285401384.8,285401384.8,60900.6409,60900.6409,NG,0.7,INNSA1,0,0,CAD,Union Bank of India,337899,0.0,0.0,0,1,0,2,0,0,2,2190,0,2.434359085536191,ghost_shipment,1,"['zero_weight_ghost_shipment', 'elevated_risk_origin', 'vague_goods_description', 'filing_just_before_gst_deadline']",4,1.0,CRITICAL,0.0,285401384800000.0,0,1,1.0,4,1,9,56282.944510265486,23,0,0,2,1,0.9988,1
25801c70-b5a4-4525-a364-fb8903408310,2024-09-09 17:04:24.475286,INV-bF9748,28264622535,39372795437,Virudhunagar,2709,general cargo,423.75,MTR,0.0,152.99,152.99,152.99,0.361,0.361,AE,0.5,INNSA1,0,1,TT,Indian Bank,949184,0.0,0.0,0,1,0,2,0,2,1,1460,0,1.0871554535517145,ghost_shipment,1,"['zero_weight_ghost_shipment', 'elevated_risk_origin', 'transshipment_risk', 'vague_goods_description', 'filing_just_before_gst_deadline']",5,1.0,CRITICAL,0.0,152990000.00000003,0,1,1.0,5,1,9,0.5850142156862745,17,0,0,2,0,0.9987,1
a8fc8b4e-f693-4d79-99d4-a624be277172,2026-03-20 10:03:08.891021,INV-Xr4999-DUP,86033877903,12449571523,Krishnagiri,901,deliver bleeding-edge paradigms products,4636.09,MTR,13586.51,15708.78,15708.78,15708.78,3.3884,3.3884,IR,0.98,INNSA1,0,0,LC,Indian Bank,131020,0.0,0.864899,0,0,1,4,0,9,1,730,0,2.61784428721899,duplicate_invoice,1,"['abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'duplicate_invoice']",3,1.0,CRITICAL,0.0,1.15620420540991,1,0,1.0,3,1,15,3.434009365558912,10,0,0,4,1,0.9987,1
21ef07f6-601c-4696-81e4-e90b6411837a,2025-02-07 04:39:44.036311,INV-TH4257,22445334775,62451176496,Virudhunagar,5201,expedite end-to-end e-commerce products,9063.76,PCS,41538.06,57927.16,15197.98,15197.98,6.3911,1.6768,PK,0.9,INNSA1,0,0,DA,Canara Bank,291379,281.15,0.717074,0,0,0,4,1,0,5,365,0,2.060357078262667,over_invoicing,1,"['over_invoicing', 'extreme_price_deviation', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'off_hours_filing_2am_4am', 'filing_just_before_gst_deadline', 'risky_payment_terms_high_risk_origin']",7,1.0,CRITICAL,2.811486164122137,1.3945562214173086,1,0,1.0,7,1,10,1.9472057142857144,4,1,0,4,1,0.9987,1
329c3b27-ff4f-48df-98e6-72f9cdf72cbe,2025-08-09 14:25:55.808737,INV-wH5035,89088351152,13676856506,Tirunelveli,6204,reinvent distributed web-readiness products,680.22,KG,789.06,4677.6,1364.96,1364.96,6.8766,2.0066,SY,0.95,INNSA1,0,0,DP,Canara Bank,543586,242.69,0.168688,0,0,0,4,0,2,4,2920,0,2.316027776722655,over_invoicing,1,"['extreme_price_deviation', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'filing_just_before_gst_deadline', 'risky_payment_terms_high_risk_origin']",5,1.0,CRITICAL,2.4269909299312262,5.928066299231914,1,0,1.0,5,1,13,4.639898142857143,14,0,0,4,1,0.9987,1
a143b84f-0ae6-4362-b9ac-8532f849bf94,2024-10-11 07:38:29.026394,INV-lY8898,11383093190,59591869054,Thanjavur,8471,facilitate front-end users products,4972.95,LTR,24584.15,1582562.62,456630.98,456630.98,318.2345,91.823,SY,0.95,INNSA1,0,0,DA,Union Bank of India,582488,246.57,0.015534,0,0,0,4,0,0,1,1460,0,2.1806145887284702,over_invoicing,1,"['over_invoicing', 'extreme_price_deviation', 'sanctioned_or_high_risk_origin', 'filing_just_before_gst_deadline', 'risky_payment_terms_high_risk_origin']",5,1.0,CRITICAL,2.4657384315476523,64.37329010503217,1,0,1.0,5,1,11,89.52264506828529,7,0,0,4,1,0.9987,1
ca73e615-6b4a-4cb3-acfb-8baced4d2cf2,2025-10-21 17:37:07.116695,INV-yP7725-DUP,37657129971,86232020147,Coimbatore,8517,incubate holistic systems products,1798.49,LTR,1631.41,56234.89,56234.89,56234.89,31.2678,31.2678,MM,0.85,INICJ4,0,0,DP,Punjab National Bank,862854,0.0,0.029011,0,0,1,4,0,10,5,4015,0,0.6583883229637314,duplicate_invoice,1,"['sanctioned_or_high_risk_origin', 'duplicate_invoice', 'risky_payment_terms_high_risk_origin']",3,1.0,CRITICAL,0.0,34.47011478753341,1,0,1.0,3,1,14,45.89814960254372,17,0,0,4,1,0.9987,1
e4d7d76c-da7d-4531-a3d0-8cc1aaa7af83,2025-10-12 00:46:58.125891,INV-GC9890,37279866499,18684542763,Tiruchirappalli,6204,disintermediate front-end platforms products,6890.81,NOS,30674.25,76977.18,23161.78,23161.78,11.171,3.3613,US,0.1,INNSA1,0,0,CAD,Canara Bank,982062,232.35,0.398485,0,0,0,4,0,1,7,1825,0,1.3518152770799376,over_invoicing,1,"['over_invoicing', 'extreme_price_deviation', 'abnormal_weight_value_ratio', 'filing_just_before_gst_deadline', 'benford_anomaly_high_first_digit']",5,1.0,CRITICAL,2.323416535269092,2.509504877788063,0,0,1.0,5,1,17,4.639898142857143,0,0,0,4,1,0.9987,1
e43adee1-0505-404b-a336-a415f76ad68c,2026-01-12 06:10:27.556640,INV-Pt8702-DUP,46442247391,95912174060,Chennai,8517,disintermediate one-to-one e-commerce products,1916.13,MTR,2792.7,109157.66,109157.66,109157.66,56.9678,56.9678,IR,0.98,INNSA1,0,0,DP,Indian Bank,887277,0.0,0.025584,0,0,1,4,0,1,1,1460,0,2.982693016620987,duplicate_invoice,1,"['sanctioned_or_high_risk_origin', 'duplicate_invoice', 'filing_just_before_gst_deadline', 'risky_payment_terms_high_risk_origin']",4,1.0,CRITICAL,0.0,39.08678338558142,1,0,1.0,4,1,13,45.89814960254372,6,0,0,4,1,0.9987,1
147493a0-c934-4f66-bdaa-1c70f7cad694,2024-07-14 07:07:25.499112,INV-QM8026,74466849895,82821715242,Dharmapuri,901,brand bleeding-edge relationships products,5922.6,PCS,18229.26,61000.0,17385.08,17385.08,10.2706,2.9354,MM,0.85,INNSA1,0,0,DP,ICICI Bank,991956,249.89,0.299683,1,0,0,4,0,3,6,1825,0,2.633312542355995,over_invoicing,1,"['over_invoicing', 'extreme_price_deviation', 'sanctioned_or_high_risk_origin', 'round_number_invoice', 'risky_payment_terms_high_risk_origin']",5,1.0,CRITICAL,2.498875792055597,3.346268581207012,1,0,1.0,5,1,18,3.434009365558912,7,0,0,4,1,0.9987,1
896e4f15-5ce1-468e-b214-c71853efb87d,2025-07-31 02:56:44.382659,INV-MB5175,82643389217,48161279513,Perambalur,803,general cargo,2943.23,LTR,0.0,1570.38,1570.38,1570.38,0.5336,0.5336,PK,0.9,INNSA1,0,0,TT,City Union Bank,317124,0.0,0.0,0,1,0,2,1,20,1,0,0,0.8511006411845974,ghost_shipment,1,"['zero_weight_ghost_shipment', 'sanctioned_or_high_risk_origin', 'vague_goods_description', 'off_hours_filing_2am_4am']",4,1.0,CRITICAL,0.0,1570380000.0000002,1,1,1.0,4,1,11,139.9858655080214,2,1,0,2,0,0.9987,1
cfcb75b2-2871-4f82-8e60-e3379b31066f,2024-06-27 16:31:51.534018,INV-gn5578,74887147674,38858087059,Tiruppur,7204,monetize intuitive solutions products,6289.9,LTR,10635.92,411.54,1532.35,1532.35,0.0654,0.2436,MM,0.85,INITP6,0,0,DA,City Union Bank,509218,-73.14,25.844328,0,0,0,4,0,16,4,2555,0,1.1968494383533543,under_invoicing,1,"['under_invoicing', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'risky_payment_terms_high_risk_origin']",4,1.0,CRITICAL,-0.7315270935960592,0.0386934087470859,1,0,1.0,4,1,19,292.0691933518005,16,0,0,4,1,0.9987,1
53d84534-f95a-4fae-b19e-a3feccac61fc,2025-02-03 04:07:18.934357,INV-AS6394,77048864986,82925683785,Madurai,901,mixed goods,7310.35,KG,0.0,26477.99,26477.99,26477.99,3.622,3.622,NG,0.7,INMAA4,0,0,CAD,Axis Bank,935565,0.0,0.0,0,1,0,2,1,4,2,730,0,2.398100197054996,ghost_shipment,1,"['zero_weight_ghost_shipment', 'elevated_risk_origin', 'vague_goods_description', 'off_hours_filing_2am_4am']",4,1.0,CRITICAL,0.0,26477990000.000004,0,1,1.0,4,1,6,3.434009365558912,4,1,0,2,1,0.9987,1
5c7a387b-b424-4125-a95f-03a2c31cafca,2025-11-07 04:42:02.349312,INV-Qm7130,32221999378,64002045698,Ranipet,7204,mixed goods,1625.66,KG,0.0,289.48,289.48,289.48,0.1781,0.1781,NG,0.7,INNSA1,0,0,LC,City Union Bank,493904,0.0,0.0,0,1,0,2,1,0,2,3285,0,1.3113640711689305,ghost_shipment,1,"['zero_weight_ghost_shipment', 'elevated_risk_origin', 'vague_goods_description', 'off_hours_filing_2am_4am', 'filing_just_before_gst_deadline']",5,1.0,CRITICAL,0.0,289480000.00000006,0,1,1.0,5,1,12,292.0691933518005,4,1,0,2,1,0.9987,1
f07c72be-e3bf-4e88-a976-9b327b2ee46a,2025-09-25 02:17:39.849101,INV-fM8010,50269695148,76259274967,Tiruppur,3004,grow mission-critical web services products,6283.97,KG,25449.89,61442.82,169637.84,169637.84,9.7777,26.9953,MM,0.85,INITP6,0,0,DP,Bank of Baroda,430788,-63.78,0.414205,0,0,0,5,1,14,6,1460,0,1.4783912657676617,under_invoicing,1,"['under_invoicing', 'sanctioned_or_high_risk_origin', 'off_hours_filing_2am_4am', 'risky_payment_terms_high_risk_origin']",4,1.0,CRITICAL,-0.6377999133182443,2.414266623454393,1,0,1.0,4,1,8,26.046020389805097,2,1,0,5,1,0.9987,1
8498a4b3-23fc-4636-8ef7-3086c0881b3d,2024-05-24 09:15:21.656944,INV-jf3876,81553277939,18011526460,Ranipet,901,innovate interactive vortals products,3722.54,KG,14284.7,21533.1,11522.59,11522.59,5.7845,3.0954,PK,0.9,INNSA1,0,0,DA,State Bank of India,260984,86.88,0.663383,0,0,0,4,0,13,2,2920,0,0.8356936067620052,over_invoicing,1,"['extreme_price_deviation', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'risky_payment_terms_high_risk_origin']",4,1.0,CRITICAL,0.8687407120242941,1.5074240270003971,1,0,1.0,4,1,18,3.434009365558912,9,0,0,4,1,0.9987,1
e597a099-dc3f-443c-8796-505087ebd6b8,2024-08-06 13:19:53.036818,INV-hj8576,71286617822,67403832054,Virudhunagar,7204,mixed goods,57.17,KG,0.0,9.53,9.53,9.53,0.1667,0.1667,NG,0.7,INNSA1,0,0,LC,City Union Bank,654270,0.0,0.0,0,1,0,2,0,1,9,3650,0,0.9599422122928614,ghost_shipment,1,"['zero_weight_ghost_shipment', 'elevated_risk_origin', 'vague_goods_description', 'filing_just_before_gst_deadline', 'benford_anomaly_high_first_digit']",5,1.0,CRITICAL,0.0,9530000.0,0,1,1.0,5,1,14,292.0691933518005,13,0,0,2,1,0.9986,1
7a3f8855-3d32-4445-8450-c68dff6008ec,2024-08-15 04:07:14.914712,INV-wk0686,77921548189,96153470175,Namakkal,7204,unleash holistic relationships products,5308.96,LTR,17633.08,5000.0,1308.92,1308.92,0.8678,0.2465,CN,0.1,INNSA1,0,0,LC,Union Bank of India,860970,251.98,3.827386,1,0,0,4,1,4,5,2555,0,1.26849164284719,over_invoicing,1,"['over_invoicing', 'extreme_price_deviation', 'abnormal_weight_value_ratio', 'round_number_invoice', 'off_hours_filing_2am_4am']",5,1.0,CRITICAL,2.520486815415821,0.2835579490206159,0,0,1.0,5,1,17,292.0691933518005,4,1,0,4,1,0.9986,1
add8af5f-e335-43f0-9df3-f8f1ca064c45,2024-09-12 01:45:31.335586,INV-Wx2617,39479516874,39085426369,Ranipet,6204,generate cross-platform web services products,6497.35,NOS,8914.41,8197.99,16683.15,16683.15,1.2617,2.5677,NG,0.7,INNSA1,0,0,LC,Axis Bank,235865,-50.86,1.087389,0,0,0,5,0,1,8,2555,0,2.237500679228879,under_invoicing,1,"['under_invoicing', 'abnormal_weight_value_ratio', 'elevated_risk_origin', 'filing_just_before_gst_deadline', 'benford_anomaly_high_first_digit']",5,1.0,CRITICAL,-0.5086263971647778,0.919633492186288,0,0,1.0,5,1,10,4.639898142857143,1,0,0,5,1,0.9986,1
2ad5678d-1022-49ae-98af-0482a6124170,2025-08-17 16:03:11.716438,INV-UK7150,81348129073,16037765788,Ranipet,7204,mesh efficient experiences products,3674.25,LTR,3700.37,2991.85,934.29,934.29,0.8143,0.2543,PK,0.9,INNSA1,0,0,DP,Punjab National Bank,565481,220.23,1.23682,0,0,0,4,0,6,2,4015,0,1.2237828032979976,over_invoicing,1,"['over_invoicing', 'extreme_price_deviation', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'risky_payment_terms_high_risk_origin']",5,1.0,CRITICAL,2.2021234762092017,0.8085272551640709,1,0,1.0,5,1,16,292.0691933518005,16,0,0,4,1,0.9986,1
296ffcba-85af-4cc6-8df8-2fca04b53b36,2025-04-13 03:28:07.262725,INV-nk8029-DUP,42117773685,71326021168,Salem,7204,redefine end-to-end solutions products,9561.36,PCS,17949.75,1252.6,1252.6,1252.6,0.131,0.131,IR,0.98,INNSA1,0,0,CAD,Indian Bank,912062,0.0,14.330019,0,0,1,4,1,2,1,4380,0,1.7461601398341329,duplicate_invoice,1,"['abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'duplicate_invoice', 'off_hours_filing_2am_4am', 'filing_just_before_gst_deadline']",5,1.0,CRITICAL,0.0,0.0697837017189774,1,0,1.0,5,1,8,292.0691933518005,3,1,0,4,1,0.9986,1
530a0f8e-4114-41db-acc9-9d31910ac73b,2024-05-17 07:48:02.961781,INV-RT2872-DUP,44928117053,61286891283,Thanjavur,803,e-enable enterprise info-mediaries products,902.89,NOS,2606.45,288.79,288.79,288.79,0.3198,0.3198,IR,0.98,INNSA1,0,0,DP,ICICI Bank,894776,0.0,9.025485,0,0,1,4,0,6,2,4380,0,2.929071656806114,duplicate_invoice,1,"['abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'duplicate_invoice', 'risky_payment_terms_high_risk_origin']",4,1.0,CRITICAL,0.0,0.1107982120850973,1,0,1.0,4,1,10,139.9858655080214,7,0,0,4,1,0.9986,1
10eea9a0-44f5-46f0-aa7b-d6aa70032f6e,2024-09-20 08:13:29.313082,INV-xz7144,90003845078,38252321538,Perambalur,7204,mixed goods,5692.71,NOS,0.0,874.35,874.35,874.35,0.1536,0.1536,KP,1.0,INNSA1,0,0,CAD,Federal Bank,494828,0.0,0.0,0,1,0,2,0,9,8,1095,0,0.8410370137771324,ghost_shipment,1,"['zero_weight_ghost_shipment', 'sanctioned_or_high_risk_origin', 'vague_goods_description', 'benford_anomaly_high_first_digit']",4,1.0,CRITICAL,0.0,874350000.0000001,1,1,1.0,4,1,12,292.0691933518005,8,0,0,2,1,0.9986,1
6e890436-cb25-469c-a0db-7a1220eb02cf,2024-07-22 06:09:52.829165,INV-bA5081,34478549131,71264606256,Namakkal,8517,syndicate 24/365 mindshare products,1018.1,LTR,2177.59,16000.0,48283.82,48283.82,15.5098,47.4255,KP,1.0,INNSA1,0,0,DA,Canara Bank,992703,-67.3,0.137905,1,0,0,4,0,11,1,3285,0,1.8742703286439788,under_invoicing,1,"['under_invoicing', 'sanctioned_or_high_risk_origin', 'round_number_invoice', 'risky_payment_terms_high_risk_origin']",4,1.0,CRITICAL,-0.6729649661047327,7.34757231281023,1,0,1.0,4,1,12,45.89814960254372,6,0,0,4,1,0.9986,1
a2d9076f-88ff-4910-8d79-3b742904e231,2025-05-01 00:27:08.278196,INV-tJ6410-DUP,78405996930,16177338242,Erode,2709,aggregate synergistic channels products,1309.64,MTR,1656.95,473.7,473.7,473.7,0.3617,0.3617,PK,0.9,INNSA1,0,0,DA,ICICI Bank,198505,0.0,3.497888,0,0,1,4,0,6,4,1825,0,0.5668775694971003,duplicate_invoice,1,"['sanctioned_or_high_risk_origin', 'duplicate_invoice', 'risky_payment_terms_high_risk_origin']",3,1.0,CRITICAL,0.0,0.285886719402585,1,0,1.0,3,1,11,0.5850142156862745,0,0,0,4,1,0.9986,1
e11214b9-3e1a-4b7f-b0f1-d0323fb9ab17,2025-12-02 09:09:01.957757,INV-va1416,29743740840,68151802474,Dharmapuri,8471,optimize transparent web services products,3410.14,NOS,6508.05,1004072.08,269481.89,269481.89,294.4368,79.0236,NG,0.7,INNSA1,0,0,DA,Bank of Baroda,61948,272.59,0.006482,0,0,0,5,0,5,1,0,0,2.6239337854925853,over_invoicing,1,"['over_invoicing', 'extreme_price_deviation', 'elevated_risk_origin', 'new_iec_holder_high_value_txn', 'risky_payment_terms_high_risk_origin']",5,1.0,CRITICAL,2.725935037128149,154.28155589550147,0,0,1.0,5,1,16,89.52264506828529,9,0,0,5,1,0.9986,1
9a037ed3-6a35-4a50-b69e-1c2c8475bdb9,2025-04-09 22:08:48.991118,INV-rT0144,20646622871,29605448361,Chennai,7204,deliver mission-critical markets products,7224.57,MTR,7115.4,334.56,1370.32,1370.32,0.0463,0.1897,MM,0.85,INNSA1,0,0,LC,Bank of Baroda,101128,-75.59,21.267761,0,0,0,4,0,2,3,730,0,2.7240756299320945,under_invoicing,1,"['under_invoicing', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'filing_just_before_gst_deadline']",4,1.0,CRITICAL,-0.7559304164470216,0.0470191415736263,1,0,1.0,4,1,6,292.0691933518005,22,0,0,4,1,0.9986,1
7c8a3ee4-689f-4574-afd2-380b16897132,2025-02-09 22:08:25.779129,INV-fZ5105,44311789356,77469929753,Thanjavur,5201,iterate virtual deliverables products,3102.52,LTR,13845.35,15479.09,5385.29,5385.29,4.9892,1.7358,SY,0.95,INNSA1,0,0,DA,Union Bank of India,189119,187.43,0.894455,0,0,0,4,0,2,1,3650,0,0.8907852144912657,over_invoicing,1,"['over_invoicing', 'extreme_price_deviation', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'filing_just_before_gst_deadline', 'risky_payment_terms_high_risk_origin']",6,1.0,CRITICAL,1.8742942735338173,1.1179991837607572,1,0,1.0,6,1,9,1.9472057142857144,22,0,0,4,1,0.9986,1
906fe789-31e1-4c6e-b781-d2e02f9c1e1d,2026-01-30 03:06:31.359389,INV-GN0635-DUP,83081245962,37741175132,Krishnagiri,5201,engineer revolutionary portals products,6438.28,PCS,21376.81,6722.47,6722.47,6722.47,1.0441,1.0441,NG,0.7,INNSA1,0,0,LC,Axis Bank,695286,0.0,3.179907,0,0,1,4,1,19,6,730,0,2.222210447880745,duplicate_invoice,1,"['abnormal_weight_value_ratio', 'elevated_risk_origin', 'duplicate_invoice', 'off_hours_filing_2am_4am']",4,1.0,CRITICAL,0.0,0.3144748912342639,0,0,1.0,4,1,14,1.9472057142857144,3,1,0,4,1,0.9986,1
6b9e0a81-8c1f-4c4d-b011-5df721fa9de1,2024-11-27 18:23:49.423661,INV-UM7191,14908720923,55731171746,Perambalur,803,productize cross-media portals products,1754.8,PCS,4788.66,1460.23,719.91,719.91,0.8321,0.4103,KP,1.0,INNSA1,0,0,DP,Federal Bank,503454,102.83,3.279387,0,0,0,4,0,16,1,4015,0,1.2045252639532926,over_invoicing,1,"['over_invoicing', 'extreme_price_deviation', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'risky_payment_terms_high_risk_origin']",5,1.0,CRITICAL,1.0280282719961005,0.3049349921888513,1,0,1.0,5,1,13,139.9858655080214,18,0,0,4,1,0.9986,1
5774bfca-e71f-41e1-bf49-ddf5424775d4,2024-12-17 08:11:55.933423,INV-Fb2919,53801214441,69083424447,Krishnagiri,8471,redefine robust experiences products,2646.94,NOS,12891.64,121723.29,274661.79,274661.79,45.9864,103.7657,MM,0.85,INNSA1,0,0,DA,Canara Bank,926907,-55.68,0.105909,0,0,0,4,0,6,1,0,0,1.3591445133265747,under_invoicing,1,"['abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'new_iec_holder_high_value_txn', 'risky_payment_terms_high_risk_origin']",4,1.0,CRITICAL,-0.5568246540041651,9.442032975677105,1,0,1.0,4,1,10,89.52264506828529,8,0,0,4,1,0.9986,1
49acd5c6-c858-41c5-ad59-63528b9e794a,2024-12-11 06:19:17.960768,INV-be3024,42248811073,12772329504,Dindigul,6110,mixed goods,2501.26,MTR,0.0,13277.72,13277.72,13277.72,5.3084,5.3084,PK,0.9,INNSA1,0,0,CAD,ICICI Bank,478341,0.0,0.0,0,1,0,2,0,0,1,365,0,2.6552989503986546,ghost_shipment,1,"['zero_weight_ghost_shipment', 'sanctioned_or_high_risk_origin', 'vague_goods_description', 'filing_just_before_gst_deadline']",4,1.0,CRITICAL,0.0,13277720000.0,1,1,1.0,4,1,8,5.519295800933127,6,0,0,2,1,0.9986,1
4c5ee6a0-bc8e-4347-8ea5-97fcb4c762c2,2025-02-12 09:29:33.937009,INV-pI2482,17155021419,44151690258,Tiruppur,7204,scale global content products,6893.37,KG,11727.32,4749.59,1408.98,1408.98,0.689,0.2044,MM,0.85,INITP6,0,0,TT,Federal Bank,344925,237.09,2.46912,0,0,0,4,0,1,4,2190,0,2.3331072658591383,over_invoicing,1,"['over_invoicing', 'extreme_price_deviation', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'filing_just_before_gst_deadline']",5,1.0,CRITICAL,2.370841487279843,0.4050021658482072,1,0,1.0,5,1,10,292.0691933518005,9,0,0,4,1,0.9985,1
3690522d-ed16-4a15-a1a0-a0d046d9749b,2025-03-11 03:24:11.276881,INV-Wx0155,91953394648,83965520324,Dindigul,803,mixed goods,6043.89,NOS,0.0,3245.9,3245.9,3245.9,0.5371,0.5371,HK,0.45,INNSA1,0,1,LC,ICICI Bank,529238,0.0,0.0,0,1,0,2,1,0,3,3285,0,1.151954123650065,ghost_shipment,1,"['zero_weight_ghost_shipment', 'transshipment_risk', 'vague_goods_description', 'off_hours_filing_2am_4am', 'filing_just_before_gst_deadline']",5,1.0,CRITICAL,0.0,3245900000.0,0,1,1.0,5,1,9,139.9858655080214,3,1,0,2,1,0.9985,1
20741b40-060e-40a7-b51a-fff61cb5555a,2025-09-07 05:22:55.100536,INV-IE7789,89344244314,21339124419,Thanjavur,8471,aggregate plug-and-play communities products,3912.77,PCS,18296.92,135699.37,387914.39,387914.39,34.6812,99.1406,KP,1.0,INNSA1,0,0,DA,Axis Bank,481154,-65.02,0.134834,0,0,0,4,0,0,1,2555,0,2.583314857881257,under_invoicing,1,"['under_invoicing', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'filing_just_before_gst_deadline', 'risky_payment_terms_high_risk_origin']",5,1.0,CRITICAL,-0.6501816611963213,7.416514363760868,1,0,1.0,5,1,17,89.52264506828529,5,0,0,4,1,0.9985,1
0698f24e-50d6-4aaa-aebb-7c6f87685a83,2025-06-18 09:13:29.485089,INV-Gc3492,27923724178,92976372500,Salem,6403,synergize collaborative supply-chains products,8866.08,KG,27131.75,266010.17,86140.96,86140.96,30.0031,9.7158,IR,0.98,INNSA1,0,0,CAD,Federal Bank,14103,208.81,0.101995,0,0,0,4,0,7,2,0,0,2.913249355831764,over_invoicing,1,"['over_invoicing', 'extreme_price_deviation', 'sanctioned_or_high_risk_origin', 'new_iec_holder_high_value_txn']",4,1.0,CRITICAL,2.088073035673851,9.804386742108251,1,0,1.0,4,1,22,8.799764102564103,9,0,0,4,1,0.9985,1
4f1f6680-80cd-45e9-b46c-b31b95607b34,2025-02-12 17:20:01.113624,INV-eu1030,16573870511,48971996091,Vellore,803,general cargo,2844.45,NOS,0.0,1348.25,1348.25,1348.25,0.474,0.474,KP,1.0,INNSA1,0,0,LC,Indian Bank,152923,0.0,0.0,0,1,0,2,0,1,1,4745,0,0.9354386235651228,ghost_shipment,1,"['zero_weight_ghost_shipment', 'sanctioned_or_high_risk_origin', 'vague_goods_description', 'filing_just_before_gst_deadline']",4,1.0,CRITICAL,0.0,1348250000.0,1,1,1.0,4,1,15,139.9858655080214,17,0,0,2,0,0.9985,1
c95715d6-9b0c-422e-a942-6729a5317cbf,2025-06-07 04:36:50.897237,INV-PA4251,87627994575,97092476741,Tiruchirappalli,7204,mesh out-of-the-box models products,8298.37,PCS,13878.12,3000.0,904.81,904.81,0.3635,0.109,PK,0.9,INNSA1,0,0,LC,Axis Bank,62620,233.42,4.600183,1,0,0,4,1,0,3,365,0,2.4645277612781946,over_invoicing,1,"['extreme_price_deviation', 'abnormal_weight_value_ratio', 'sanctioned_or_high_risk_origin', 'round_number_invoice', 'off_hours_filing_2am_4am', 'filing_just_before_gst_deadline']",6,1.0,CRITICAL,2.334862385321101,0.2161676077007427,1,0,1.0,6,1,16,292.0691933518005,4,1,0,4,1,0.9985,1
