source,target,edge_type,weight,fraud_type
UDYAM-TN-04-21-0302245,UDYAM-TN-37-20-0547640,fraud_transaction,0.9,over_invoicing
UDYAM-TN-13-22-0282563,UDYAM-TN-05-22-0170342,fraud_transaction,0.9,over_invoicing
UDYAM-TN-01-21-0198229,UDYAM-TN-17-22-0010507,fraud_transaction,0.9,round_tripping
UDYAM-TN-33-21-0024146,UDYAM-TN-27-20-0526125,fraud_transaction,0.9,under_invoicing
UDYAM-TN-33-22-0918672,UDYAM-TN-18-23-0284425,fraud_transaction,0.9,under_invoicing
UDYAM-TN-28-21-0157937,UDYAM-TN-32-21-0278124,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-04-23-0425643,UDYAM-TN-15-23-0660352,fraud_transaction,0.9,over_invoicing
UDYAM-TN-17-21-0231014,UDYAM-TN-04-23-0817969,fraud_transaction,0.9,round_tripping
UDYAM-TN-34-22-0587039,UDYAM-TN-21-22-0779597,fraud_transaction,0.9,under_invoicing
UDYAM-TN-10-20-0043803,UDYAM-TN-11-22-0326776,fraud_transaction,0.9,round_tripping
UDYAM-TN-30-23-0299582,UDYAM-TN-16-23-0796355,fraud_transaction,0.9,under_invoicing
UDYAM-TN-08-21-0013492,UDYAM-TN-14-22-0657595,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-33-22-0326169,UDYAM-TN-03-20-0244295,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-38-21-0189595,UDYAM-TN-12-20-0950117,fraud_transaction,0.9,under_invoicing
UDYAM-TN-02-23-0183062,UDYAM-TN-34-23-0869794,fraud_transaction,0.9,over_invoicing
UDYAM-TN-14-21-0228873,UDYAM-TN-27-21-0580502,fraud_transaction,0.9,misdescription
UDYAM-TN-08-23-0275569,UDYAM-TN-29-23-0481925,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-06-20-0256601,UDYAM-TN-37-23-0447350,fraud_transaction,0.9,misdescription
UDYAM-TN-25-21-0775604,UDYAM-TN-32-22-0111523,fraud_transaction,0.9,under_invoicing
UDYAM-TN-19-21-0265820,UDYAM-TN-36-20-0062388,fraud_transaction,0.9,under_invoicing
UDYAM-TN-01-22-0344407,UDYAM-TN-21-22-0603683,fraud_transaction,0.9,under_invoicing
UDYAM-TN-38-23-0186724,UDYAM-TN-18-22-0353638,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-15-22-0007362,UDYAM-TN-05-20-0489883,fraud_transaction,0.9,under_invoicing
UDYAM-TN-17-22-0010507,UDYAM-TN-06-20-0859803,fraud_transaction,0.9,round_tripping
UDYAM-TN-15-21-0394115,UDYAM-TN-05-20-0489883,fraud_transaction,0.9,misdescription
UDYAM-TN-30-21-0237098,UDYAM-TN-07-23-0397893,fraud_transaction,0.9,under_invoicing
UDYAM-TN-20-22-0273208,UDYAM-TN-19-23-0505767,fraud_transaction,0.9,over_invoicing
UDYAM-TN-28-21-0157937,UDYAM-TN-37-23-0073937,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-34-21-0318898,UDYAM-TN-06-23-0540660,fraud_transaction,0.9,under_invoicing
UDYAM-TN-03-22-0978711,UDYAM-TN-10-23-0959176,fraud_transaction,0.9,under_invoicing
UDYAM-TN-15-20-0682029,UDYAM-TN-34-21-0668934,fraud_transaction,0.9,misdescription
UDYAM-TN-23-23-0052209,UDYAM-TN-08-21-0731219,fraud_transaction,0.9,under_invoicing
UDYAM-TN-29-22-0434689,UDYAM-TN-13-21-0880818,fraud_transaction,0.9,under_invoicing
UDYAM-TN-22-20-0469090,UDYAM-TN-09-20-0025281,fraud_transaction,0.9,under_invoicing
UDYAM-TN-30-20-0183297,UDYAM-TN-07-21-0096493,fraud_transaction,0.9,over_invoicing
UDYAM-TN-13-20-0250445,UDYAM-TN-38-22-0711338,fraud_transaction,0.9,over_invoicing
UDYAM-TN-17-21-0909435,UDYAM-TN-01-21-0477463,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-25-22-0221035,UDYAM-TN-26-23-0844014,fraud_transaction,0.9,round_tripping
UDYAM-TN-38-23-0299114,UDYAM-TN-05-20-0267542,fraud_transaction,0.9,round_tripping
UDYAM-TN-06-20-0456019,UDYAM-TN-21-23-0774416,fraud_transaction,0.9,round_tripping
UDYAM-TN-17-23-0501719,UDYAM-TN-19-23-0097583,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-15-21-0209407,UDYAM-TN-25-23-0706108,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-31-20-0229738,UDYAM-TN-34-21-0318898,fraud_transaction,0.9,under_invoicing
UDYAM-TN-09-21-0573663,UDYAM-TN-04-20-0252814,fraud_transaction,0.9,under_invoicing
UDYAM-TN-12-20-0264743,UDYAM-TN-35-20-0344572,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-15-22-0857288,UDYAM-TN-35-20-0906131,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-25-23-0298777,UDYAM-TN-33-22-0659105,fraud_transaction,0.9,misdescription
UDYAM-TN-35-22-0686551,UDYAM-TN-28-21-0014464,fraud_transaction,0.9,round_tripping
UDYAM-TN-07-23-0955491,UDYAM-TN-04-20-0274521,fraud_transaction,0.9,under_invoicing
UDYAM-TN-11-22-0799596,UDYAM-TN-25-21-0750078,fraud_transaction,0.9,over_invoicing
UDYAM-TN-15-21-0659163,UDYAM-TN-06-23-0621203,fraud_transaction,0.9,under_invoicing
UDYAM-TN-25-20-0640392,UDYAM-TN-24-21-0410655,fraud_transaction,0.9,round_tripping
UDYAM-TN-32-22-0984237,UDYAM-TN-13-20-0884092,fraud_transaction,0.9,under_invoicing
UDYAM-TN-28-22-0021839,UDYAM-TN-06-23-0398128,fraud_transaction,0.9,round_tripping
UDYAM-TN-02-20-0439783,UDYAM-TN-25-23-0917254,fraud_transaction,0.9,under_invoicing
UDYAM-TN-22-21-0844904,UDYAM-TN-08-23-0744306,fraud_transaction,0.9,misdescription
UDYAM-TN-09-22-0298145,UDYAM-TN-19-22-0084146,fraud_transaction,0.9,over_invoicing
UDYAM-TN-32-20-0370535,UDYAM-TN-16-20-0763184,fraud_transaction,0.9,over_invoicing
UDYAM-TN-25-22-0814083,UDYAM-TN-20-22-0731218,fraud_transaction,0.9,over_invoicing
UDYAM-TN-02-23-0177273,UDYAM-TN-25-23-0004914,fraud_transaction,0.9,over_invoicing
UDYAM-TN-12-20-0941896,UDYAM-TN-03-23-0479633,fraud_transaction,0.9,over_invoicing
UDYAM-TN-37-23-0901476,UDYAM-TN-12-20-0412669,fraud_transaction,0.9,misdescription
UDYAM-TN-28-22-0809189,UDYAM-TN-28-22-0885898,fraud_transaction,0.9,over_invoicing
UDYAM-TN-08-23-0744306,UDYAM-TN-35-22-0549595,fraud_transaction,0.9,misdescription
UDYAM-TN-34-23-0668883,UDYAM-TN-35-20-0906131,fraud_transaction,0.9,over_invoicing
UDYAM-TN-35-20-0344572,UDYAM-TN-04-20-0274521,fraud_transaction,0.9,round_tripping
UDYAM-TN-06-21-0266974,UDYAM-TN-25-21-0218965,fraud_transaction,0.9,over_invoicing
UDYAM-TN-15-23-0182993,UDYAM-TN-19-23-0195727,fraud_transaction,0.9,under_invoicing
UDYAM-TN-22-21-0470240,UDYAM-TN-34-22-0068730,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-09-22-0986054,UDYAM-TN-03-20-0028063,fraud_transaction,0.9,under_invoicing
UDYAM-TN-20-22-0036938,UDYAM-TN-22-20-0698671,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-17-21-0877710,UDYAM-TN-12-20-0264743,fraud_transaction,0.9,under_invoicing
UDYAM-TN-28-20-0420968,UDYAM-TN-31-20-0229738,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-21-20-0827844,UDYAM-TN-30-22-0139627,fraud_transaction,0.9,round_tripping
UDYAM-TN-16-21-0739280,UDYAM-TN-35-21-0415130,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-15-21-0394115,UDYAM-TN-38-20-0551891,fraud_transaction,0.9,round_tripping
UDYAM-TN-13-23-0673263,UDYAM-TN-34-22-0893577,fraud_transaction,0.9,round_tripping
UDYAM-TN-37-20-0275622,UDYAM-TN-11-21-0112687,fraud_transaction,0.9,over_invoicing
UDYAM-TN-02-23-0845329,UDYAM-TN-09-20-0724852,fraud_transaction,0.9,round_tripping
UDYAM-TN-29-23-0256432,UDYAM-TN-20-21-0749348,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-24-21-0989605,UDYAM-TN-16-23-0391081,fraud_transaction,0.9,over_invoicing
UDYAM-TN-25-21-0750078,UDYAM-TN-02-20-0029009,fraud_transaction,0.9,under_invoicing
UDYAM-TN-29-23-0943932,UDYAM-TN-02-20-0374317,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-35-20-0231399,UDYAM-TN-05-20-0173983,fraud_transaction,0.9,misdescription
UDYAM-TN-29-23-0943932,UDYAM-TN-23-20-0623743,fraud_transaction,0.9,under_invoicing
UDYAM-TN-30-23-0960548,UDYAM-TN-26-20-0779779,fraud_transaction,0.9,over_invoicing
UDYAM-TN-38-20-0551891,UDYAM-TN-34-23-0955844,fraud_transaction,0.9,misdescription
UDYAM-TN-37-22-0719620,UDYAM-TN-13-22-0117297,fraud_transaction,0.9,round_tripping
UDYAM-TN-08-22-0281234,UDYAM-TN-01-20-0093281,fraud_transaction,0.9,round_tripping
UDYAM-TN-33-22-0659105,UDYAM-TN-26-23-0844014,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-15-21-0659163,UDYAM-TN-15-23-0894915,fraud_transaction,0.9,under_invoicing
UDYAM-TN-11-22-0541555,UDYAM-TN-17-22-0976171,fraud_transaction,0.9,under_invoicing
UDYAM-TN-10-21-0181321,UDYAM-TN-26-21-0804447,fraud_transaction,0.9,over_invoicing
UDYAM-TN-15-23-0414564,UDYAM-TN-27-23-0789222,fraud_transaction,0.9,round_tripping
UDYAM-TN-01-20-0424619,UDYAM-TN-27-20-0287349,fraud_transaction,0.9,under_invoicing
UDYAM-TN-29-22-0434689,UDYAM-TN-21-22-0603683,fraud_transaction,0.9,under_invoicing
UDYAM-TN-38-21-0032231,UDYAM-TN-37-23-0073937,fraud_transaction,0.9,under_invoicing
UDYAM-TN-27-21-0171488,UDYAM-TN-22-21-0844904,fraud_transaction,0.9,misdescription
UDYAM-TN-16-23-0618724,UDYAM-TN-29-22-0434689,fraud_transaction,0.9,under_invoicing
UDYAM-TN-11-22-0326776,UDYAM-TN-23-20-0623743,fraud_transaction,0.9,round_tripping
UDYAM-TN-06-22-0840884,UDYAM-TN-38-23-0606985,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-37-23-0613699,UDYAM-TN-20-23-0072989,fraud_transaction,0.9,round_tripping
UDYAM-TN-35-21-0627357,UDYAM-TN-33-22-0659105,fraud_transaction,0.9,over_invoicing
UDYAM-TN-31-21-0639363,UDYAM-TN-19-22-0393050,fraud_transaction,0.9,under_invoicing
UDYAM-TN-07-20-0064023,UDYAM-TN-35-21-0647481,fraud_transaction,0.9,round_tripping
UDYAM-TN-13-20-0250445,UDYAM-TN-38-22-0711338,fraud_transaction,0.9,misdescription
UDYAM-TN-08-23-0744306,UDYAM-TN-18-22-0992991,fraud_transaction,0.9,over_invoicing
UDYAM-TN-12-20-0412669,UDYAM-TN-13-22-0117297,fraud_transaction,0.9,misdescription
UDYAM-TN-19-22-0041858,UDYAM-TN-31-23-0638354,fraud_transaction,0.9,over_invoicing
UDYAM-TN-08-23-0787875,UDYAM-TN-28-20-0420968,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-04-21-0226152,UDYAM-TN-08-20-0638265,fraud_transaction,0.9,under_invoicing
UDYAM-TN-29-22-0434689,UDYAM-TN-26-23-0736320,fraud_transaction,0.9,under_invoicing
UDYAM-TN-20-23-0072989,UDYAM-TN-31-23-0599560,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-09-22-0185430,UDYAM-TN-29-23-0491587,fraud_transaction,0.9,over_invoicing
UDYAM-TN-25-22-0603619,UDYAM-TN-08-23-0990773,fraud_transaction,0.9,over_invoicing
UDYAM-TN-15-22-0690686,UDYAM-TN-16-21-0739280,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-09-21-0915688,UDYAM-TN-28-22-0885898,fraud_transaction,0.9,round_tripping
UDYAM-TN-35-20-0664300,UDYAM-TN-06-23-0398128,fraud_transaction,0.9,under_invoicing
UDYAM-TN-30-23-0408790,UDYAM-TN-35-21-0627357,fraud_transaction,0.9,under_invoicing
UDYAM-TN-09-23-0231344,UDYAM-TN-15-21-0209407,fraud_transaction,0.9,over_invoicing
UDYAM-TN-17-23-0501719,UDYAM-TN-04-23-0464388,fraud_transaction,0.9,round_tripping
UDYAM-TN-05-20-0252944,UDYAM-TN-30-21-0398607,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-34-20-0053972,UDYAM-TN-18-22-0926636,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-34-21-0375309,UDYAM-TN-19-23-0505767,fraud_transaction,0.9,over_invoicing
UDYAM-TN-17-20-0622775,UDYAM-TN-01-20-0221021,fraud_transaction,0.9,under_invoicing
UDYAM-TN-05-21-0361191,UDYAM-TN-24-23-0730688,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-33-20-0659749,UDYAM-TN-16-23-0905663,fraud_transaction,0.9,under_invoicing
UDYAM-TN-38-21-0271767,UDYAM-TN-14-22-0595808,fraud_transaction,0.9,under_invoicing
UDYAM-TN-31-23-0638354,UDYAM-TN-36-22-0725973,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-08-20-0495503,UDYAM-TN-24-23-0329011,fraud_transaction,0.9,over_invoicing
UDYAM-TN-06-20-0110930,UDYAM-TN-14-21-0807960,fraud_transaction,0.9,under_invoicing
UDYAM-TN-27-22-0875652,UDYAM-TN-09-20-0967725,fraud_transaction,0.9,round_tripping
UDYAM-TN-36-23-0384658,UDYAM-TN-34-22-0644980,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-36-21-0883221,UDYAM-TN-15-20-0247906,fraud_transaction,0.9,under_invoicing
UDYAM-TN-08-23-0275569,UDYAM-TN-26-23-0765055,fraud_transaction,0.9,over_invoicing
UDYAM-TN-28-23-0231823,UDYAM-TN-05-21-0540684,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-05-20-0147562,UDYAM-TN-22-20-0937137,fraud_transaction,0.9,under_invoicing
UDYAM-TN-19-23-0983209,UDYAM-TN-04-21-0072088,fraud_transaction,0.9,over_invoicing
UDYAM-TN-17-23-0345628,UDYAM-TN-09-21-0863685,fraud_transaction,0.9,misdescription
UDYAM-TN-37-21-0367356,UDYAM-TN-15-21-0659163,fraud_transaction,0.9,round_tripping
UDYAM-TN-28-21-0268738,UDYAM-TN-37-20-0982189,fraud_transaction,0.9,under_invoicing
UDYAM-TN-15-20-0682029,UDYAM-TN-28-21-0032810,fraud_transaction,0.9,under_invoicing
UDYAM-TN-34-22-0076055,UDYAM-TN-19-21-0723770,fraud_transaction,0.9,over_invoicing
UDYAM-TN-05-20-0267542,UDYAM-TN-35-21-0688092,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-04-21-0400366,UDYAM-TN-33-21-0669906,fraud_transaction,0.9,under_invoicing
UDYAM-TN-23-21-0734349,UDYAM-TN-23-22-0135194,fraud_transaction,0.9,round_tripping
UDYAM-TN-25-20-0648494,UDYAM-TN-26-21-0304917,fraud_transaction,0.9,misdescription
UDYAM-TN-06-20-0925116,UDYAM-TN-27-21-0171488,fraud_transaction,0.9,under_invoicing
UDYAM-TN-13-22-0873391,UDYAM-TN-20-20-0993677,fraud_transaction,0.9,round_tripping
UDYAM-TN-34-22-0925546,UDYAM-TN-35-20-0664300,fraud_transaction,0.9,under_invoicing
UDYAM-TN-13-23-0673263,UDYAM-TN-06-23-0015088,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-06-23-0050615,UDYAM-TN-28-20-0379399,fraud_transaction,0.9,under_invoicing
UDYAM-TN-13-23-0683487,UDYAM-TN-35-23-0140935,fraud_transaction,0.9,over_invoicing
UDYAM-TN-29-23-0481925,UDYAM-TN-13-22-0282563,fraud_transaction,0.9,misdescription
UDYAM-TN-37-22-0212877,UDYAM-TN-01-20-0704136,fraud_transaction,0.9,under_invoicing
UDYAM-TN-12-21-0006068,UDYAM-TN-17-22-0976171,fraud_transaction,0.9,under_invoicing
UDYAM-TN-16-23-0625226,UDYAM-TN-30-20-0476936,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-14-22-0657595,UDYAM-TN-20-21-0689575,fraud_transaction,0.9,under_invoicing
UDYAM-TN-31-20-0345850,UDYAM-TN-10-23-0180448,fraud_transaction,0.9,over_invoicing
UDYAM-TN-17-23-0501719,UDYAM-TN-11-22-0541555,fraud_transaction,0.9,over_invoicing
UDYAM-TN-35-20-0231399,UDYAM-TN-15-22-0337547,fraud_transaction,0.9,misdescription
UDYAM-TN-30-22-0139627,UDYAM-TN-04-20-0580171,fraud_transaction,0.9,under_invoicing
UDYAM-TN-02-20-0476284,UDYAM-TN-30-21-0419796,fraud_transaction,0.9,round_tripping
UDYAM-TN-36-21-0696752,UDYAM-TN-37-20-0284410,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-12-23-0928943,UDYAM-TN-35-20-0906131,fraud_transaction,0.9,round_tripping
UDYAM-TN-04-21-0870785,UDYAM-TN-15-21-0659163,fraud_transaction,0.9,round_tripping
UDYAM-TN-10-21-0198599,UDYAM-TN-04-22-0926228,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-13-20-0201808,UDYAM-TN-13-23-0673263,fraud_transaction,0.9,misdescription
UDYAM-TN-25-20-0116272,UDYAM-TN-25-23-0706108,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-07-23-0463797,UDYAM-TN-13-22-0760549,fraud_transaction,0.9,under_invoicing
UDYAM-TN-36-20-0131544,UDYAM-TN-09-23-0210934,fraud_transaction,0.9,over_invoicing
UDYAM-TN-19-21-0265820,UDYAM-TN-38-21-0727722,fraud_transaction,0.9,under_invoicing
UDYAM-TN-32-20-0074302,UDYAM-TN-04-20-0538585,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-17-21-0160774,UDYAM-TN-23-20-0400834,fraud_transaction,0.9,over_invoicing
UDYAM-TN-19-22-0132373,UDYAM-TN-23-22-0470268,fraud_transaction,0.9,over_invoicing
UDYAM-TN-16-20-0991022,UDYAM-TN-08-22-0614229,fraud_transaction,0.9,under_invoicing
UDYAM-TN-29-22-0510422,UDYAM-TN-12-21-0006068,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-28-20-0420968,UDYAM-TN-15-23-0866265,fraud_transaction,0.9,over_invoicing
UDYAM-TN-29-23-0491587,UDYAM-TN-18-22-0268563,fraud_transaction,0.9,round_tripping
UDYAM-TN-38-20-0497568,UDYAM-TN-35-21-0415130,fraud_transaction,0.9,misdescription
UDYAM-TN-35-20-0231399,UDYAM-TN-37-22-0719620,fraud_transaction,0.9,over_invoicing
UDYAM-TN-20-22-0686455,UDYAM-TN-12-20-0873709,fraud_transaction,0.9,over_invoicing
UDYAM-TN-31-23-0180663,UDYAM-TN-34-22-0824585,fraud_transaction,0.9,misdescription
UDYAM-TN-23-21-0415802,UDYAM-TN-20-23-0043890,fraud_transaction,0.9,misdescription
UDYAM-TN-05-21-0488711,UDYAM-TN-06-21-0242099,fraud_transaction,0.9,over_invoicing
UDYAM-TN-20-20-0801652,UDYAM-TN-25-23-0706108,fraud_transaction,0.9,under_invoicing
UDYAM-TN-06-20-0256601,UDYAM-TN-29-21-0715180,fraud_transaction,0.9,over_invoicing
UDYAM-TN-12-21-0058072,UDYAM-TN-14-22-0657595,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-30-21-0278918,UDYAM-TN-14-20-0184247,fraud_transaction,0.9,over_invoicing
UDYAM-TN-01-21-0477463,UDYAM-TN-14-22-0885728,fraud_transaction,0.9,under_invoicing
UDYAM-TN-17-23-0854267,UDYAM-TN-28-23-0560061,fraud_transaction,0.9,misdescription
UDYAM-TN-13-21-0521613,UDYAM-TN-22-20-0093509,fraud_transaction,0.9,under_invoicing
UDYAM-TN-20-23-0043890,UDYAM-TN-27-21-0105707,fraud_transaction,0.9,over_invoicing
UDYAM-TN-15-21-0394115,UDYAM-TN-32-21-0278124,fraud_transaction,0.9,over_invoicing
UDYAM-TN-23-22-0652725,UDYAM-TN-05-21-0488711,fraud_transaction,0.9,round_tripping
UDYAM-TN-15-22-0007362,UDYAM-TN-20-22-0036938,fraud_transaction,0.9,under_invoicing
UDYAM-TN-28-20-0992387,UDYAM-TN-27-21-0171488,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-02-22-0352130,UDYAM-TN-37-20-0275622,fraud_transaction,0.9,over_invoicing
UDYAM-TN-02-20-0439783,UDYAM-TN-37-23-0901476,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-25-23-0520240,UDYAM-TN-03-23-0479633,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-29-22-0434689,UDYAM-TN-09-21-0083811,fraud_transaction,0.9,under_invoicing
UDYAM-TN-02-21-0329407,UDYAM-TN-25-21-0750078,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-14-22-0885728,UDYAM-TN-29-22-0124474,fraud_transaction,0.9,under_invoicing
UDYAM-TN-05-20-0147562,UDYAM-TN-22-21-0844904,fraud_transaction,0.9,under_invoicing
UDYAM-TN-09-23-0231344,UDYAM-TN-23-22-0945900,fraud_transaction,0.9,under_invoicing
UDYAM-TN-38-22-0711338,UDYAM-TN-04-20-0148306,fraud_transaction,0.9,under_invoicing
UDYAM-TN-09-21-0050693,UDYAM-TN-08-22-0954374,fraud_transaction,0.9,round_tripping
UDYAM-TN-29-20-0777480,UDYAM-TN-09-22-0093529,fraud_transaction,0.9,over_invoicing
UDYAM-TN-07-23-0955491,UDYAM-TN-19-21-0523889,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-04-20-0579141,UDYAM-TN-07-23-0576465,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-02-21-0608143,UDYAM-TN-36-23-0607896,fraud_transaction,0.9,under_invoicing
UDYAM-TN-32-21-0600874,UDYAM-TN-18-22-0672643,fraud_transaction,0.9,under_invoicing
UDYAM-TN-04-23-0464388,UDYAM-TN-11-23-0885995,fraud_transaction,0.9,misdescription
UDYAM-TN-09-21-0083811,UDYAM-TN-20-20-0141934,fraud_transaction,0.9,under_invoicing
UDYAM-TN-20-21-0457052,UDYAM-TN-12-22-0921780,fraud_transaction,0.9,under_invoicing
UDYAM-TN-07-22-0508206,UDYAM-TN-18-21-0550197,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-17-22-0976171,UDYAM-TN-36-22-0498913,fraud_transaction,0.9,over_invoicing
UDYAM-TN-24-20-0435191,UDYAM-TN-10-21-0259786,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-22-21-0844904,UDYAM-TN-10-20-0417396,fraud_transaction,0.9,under_invoicing
UDYAM-TN-25-20-0137699,UDYAM-TN-32-20-0370535,fraud_transaction,0.9,under_invoicing
UDYAM-TN-12-22-0042494,UDYAM-TN-05-20-0173983,fraud_transaction,0.9,misdescription
UDYAM-TN-22-20-0879816,UDYAM-TN-15-21-0209407,fraud_transaction,0.9,over_invoicing
UDYAM-TN-17-22-0765306,UDYAM-TN-12-21-0913561,fraud_transaction,0.9,over_invoicing
UDYAM-TN-13-21-0388795,UDYAM-TN-23-23-0369754,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-23-23-0185794,UDYAM-TN-16-21-0637601,fraud_transaction,0.9,over_invoicing
UDYAM-TN-23-20-0326767,UDYAM-TN-21-21-0166328,fraud_transaction,0.9,round_tripping
UDYAM-TN-15-20-0163097,UDYAM-TN-31-23-0337559,fraud_transaction,0.9,over_invoicing
UDYAM-TN-21-22-0603683,UDYAM-TN-28-21-0640627,fraud_transaction,0.9,round_tripping
UDYAM-TN-17-20-0622775,UDYAM-TN-33-21-0162247,fraud_transaction,0.9,under_invoicing
UDYAM-TN-25-21-0846985,UDYAM-TN-30-21-0309227,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-09-20-0607604,UDYAM-TN-04-20-0201766,fraud_transaction,0.9,under_invoicing
UDYAM-TN-35-21-0415130,UDYAM-TN-08-22-0281234,fraud_transaction,0.9,misdescription
UDYAM-TN-17-21-0881453,UDYAM-TN-14-22-0595808,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-25-20-0100924,UDYAM-TN-18-22-0926636,fraud_transaction,0.9,over_invoicing
UDYAM-TN-29-22-0124474,UDYAM-TN-15-22-0007362,fraud_transaction,0.9,round_tripping
UDYAM-TN-25-20-0100924,UDYAM-TN-25-22-0603619,fraud_transaction,0.9,over_invoicing
UDYAM-TN-28-21-0288097,UDYAM-TN-16-21-0739280,fraud_transaction,0.9,under_invoicing
UDYAM-TN-20-22-0686455,UDYAM-TN-05-20-0909539,fraud_transaction,0.9,over_invoicing
UDYAM-TN-14-20-0184247,UDYAM-TN-12-21-0216771,fraud_transaction,0.9,under_invoicing
UDYAM-TN-28-22-0407728,UDYAM-TN-32-22-0947423,fraud_transaction,0.9,over_invoicing
UDYAM-TN-22-20-0093509,UDYAM-TN-06-23-0398128,fraud_transaction,0.9,over_invoicing
UDYAM-TN-16-23-0796355,UDYAM-TN-02-20-0029009,fraud_transaction,0.9,under_invoicing
UDYAM-TN-28-21-0032810,UDYAM-TN-32-23-0434167,fraud_transaction,0.9,over_invoicing
UDYAM-TN-35-22-0023638,UDYAM-TN-05-20-0270380,fraud_transaction,0.9,misdescription
UDYAM-TN-08-23-0744306,UDYAM-TN-20-20-0993677,fraud_transaction,0.9,round_tripping
UDYAM-TN-30-20-0247156,UDYAM-TN-20-23-0043890,fraud_transaction,0.9,under_invoicing
UDYAM-TN-07-20-0255281,UDYAM-TN-36-21-0883221,fraud_transaction,0.9,under_invoicing
UDYAM-TN-34-23-0869794,UDYAM-TN-25-20-0998187,fraud_transaction,0.9,over_invoicing
UDYAM-TN-37-21-0623926,UDYAM-TN-22-20-0093020,fraud_transaction,0.9,over_invoicing
UDYAM-TN-23-22-0652725,UDYAM-TN-16-23-0905663,fraud_transaction,0.9,under_invoicing
UDYAM-TN-29-21-0715180,UDYAM-TN-36-22-0498913,fraud_transaction,0.9,duplicate_invoice
UDYAM-TN-03-22-0204223,UDYAM-TN-30-21-0794546,fraud_transaction,0.9,under_invoicing
UDYAM-TN-36-23-0014599,UDYAM-TN-32-21-0901317,fraud_transaction,0.9,under_invoicing
UDYAM-TN-31-23-0180663,UDYAM-TN-02-20-0562534,fraud_transaction,0.9,ghost_shipment
UDYAM-TN-10-23-0999430,UDYAM-TN-38-21-0189595,fraud_transaction,0.9,over_invoicing
UDYAM-TN-20-23-0072989,UDYAM-TN-29-21-0550166,fraud_transaction,0.9,misdescription
UDYAM-TN-15-23-0182993,UDYAM-TN-36-22-0439678,fraud_transaction,0.9,under_invoicing
UDYAM-TN-23-20-0123715,UDYAM-TN-34-22-0414251,fraud_transaction,0.9,under_invoicing
UDYAM-TN-19-21-0571233,UDYAM-TN-30-20-0477715,fraud_transaction,0.9,misdescription
UDYAM-TN-36-20-0403117,UDYAM-TN-28-20-0379399,fraud_transaction,0.9,over_invoicing
UDYAM-TN-33-20-0409421,UDYAM-TN-23-22-0945900,fraud_transaction,0.9,misdescription
UDYAM-TN-28-20-0379399,UDYAM-TN-32-22-0947423,fraud_transaction,0.9,over_invoicing
UDYAM-TN-04-23-0285018,UDYAM-TN-16-20-0943915,fraud_transaction,0.9,over_invoicing
UDYAM-TN-30-21-0026971,UDYAM-TN-20-21-0122624,fraud_transaction,0.9,round_tripping
