txn_id,timestamp,invoice_no,exporter_iec,importer_iec,exporter_district,hs_code,goods_description,quantity,unit,weight_kg,declared_value_usd,actual_value_usd,benchmark_value_usd,declared_unit_price,benchmark_unit_price,origin_country,origin_risk_score,port_of_export,port_hs_mismatch,transshipment_flag,bol_weight,bol_number,packing_list,letter_of_credit,port_arrival_record,transit_port,abnormal_route_flag,further_shipment_records,transshipment_count,shared_address_flag,related_party_flag,repeat_shipment_count_30d,payment_terms,bank_name,ad_code,price_deviation_pct,weight_to_value_ratio,is_round_invoice,is_ghost_shipment,is_duplicate_invoice,description_specificity,suspicious_filing_hour,days_to_gst_period,benford_first_digit,exporter_iec_age_days,exporter_is_shell,exporter_turnover_cap_ratio,fraud_type,is_fraud
b5cde363-04f0-4829-bd02-dbac63ab5c54,2026-04-04 11:02:38,INV-kk5416,66145631287,84835400256,Krishnagiri,6403,Cloned optimal secured line goods,4953.55,KG,14195.16,36766.83,36766.83,36766.83,7.4223,7.4223,KP,1.0,INNSA1,0,0,14195.16,BOL-4519JHGN,True,True,True,,0,0,0,0,0,1,TT,State Bank of India,670539,0.0,0.386086,0,0,0,5,0,3,3,3285.0,0,2.967322978005071,clean,0
9c26f910-da7f-49cf-918d-44c536d8fa65,2024-04-26 03:44:22,INV-SS6836-DUP,13426599435,92097969792,Dharmapuri,7204,visualize sticky content products,8766.83,NOS,18806.47,1486.61,1486.61,1486.61,0.1696,0.1696,CN,0.1,INNSA1,0,0,18806.47,BOL-2624VhQH,True,True,True,,0,1,4,1,0,4,TT,Federal Bank,579720,0.0,12.650562,0,0,1,4,1,15,1,365.0,0,1.8218618620121159,duplicate_invoice,1
d19ab8d0-f5b8-4f31-83ae-96087a44ca5d,2025-01-25 06:23:24,INV-gz6997,23338896486,26399470353,Perambalur,7204,Sharable demand-driven flexibility goods,5307.25,KG,12750.51,646.79,646.79,646.79,0.1219,0.1219,VN,0.4,INNSA1,0,0,12750.51,BOL-3752lPJY,True,True,True,,0,1,1,0,0,2,DA,Punjab National Bank,551644,0.0,19.713588,0,0,0,4,0,14,6,2190.0,0,1.3192006685250512,clean,0
f3d88206-532d-46dc-b43a-732829ac608a,2024-10-13 13:34:49,INV-sE7087,23051629300,85031861987,Madurai,7204,various items,6278.6,KG,8706.29,439.64,819.29,819.29,0.07,0.1305,US,0.1,INMAA4,0,0,8706.29,BOL-7353vpht,True,True,True,,0,0,2,0,0,4,TT,Union Bank of India,940049,-46.34,19.803262,0,0,0,2,0,2,4,0.0,0,1.7271484256383454,misdescription,1
1eb8832e-3cb9-449e-a5ae-d048ef3496c7,2026-03-31 12:05:51,INV-Tn6394,74651464145,91463582270,Kancheepuram,8517,Configurable 6thgeneration customer loyalty goods,4706.67,KG,6755.49,101325.09,101325.09,101325.09,21.528,21.528,GB,0.1,INNSA1,0,0,6755.49,BOL-7884DoSc,True,True,True,,0,1,3,0,0,0,LC,Union Bank of India,823625,0.0,0.066671,0,0,0,5,0,20,1,2920.0,0,2.5699388242451393,clean,0
f3d93b0f-b719-4378-96a4-fbf46b3e11fb,2024-06-15 14:21:07,INV-dQ3005,17052858975,77385183703,Coimbatore,8703,Ameliorated grid-enabled protocol goods,3318.37,KG,10830.77,40769604.01,40769604.01,40769604.01,12286.0326,12286.0326,AE,0.5,INICJ4,0,0,10830.77,BOL-2150sJRk,True,True,True,HK,0,0,2,1,0,0,CAD,State Bank of India,825860,0.0,0.000266,0,0,0,4,0,4,4,4380.0,0,2.5403681952327646,clean,0
b634d18a-e244-46f0-8dc2-2d4dd286a210,2025-02-20 05:08:03,INV-uj1772,50283826766,59995859387,Salem,8703,Switchable 24hour archive goods,9369.72,NOS,45495.18,105031374.65,105031374.65,105031374.65,11209.6554,11209.6554,PK,0.9,INNSA1,0,0,45495.18,BOL-9442gCLq,True,True,True,,0,1,1,0,0,1,DA,City Union Bank,681956,0.0,0.000433,0,0,0,4,0,9,1,2555.0,0,0.5416907612795718,clean,0
824453df-493f-43a2-bb68-efa293e83a74,2026-02-22 03:25:50,INV-ws4582,22445334775,32306033050,Virudhunagar,6110,Pre-emptive logistical forecast goods,3616.17,LTR,2725.99,22487.95,22487.95,22487.95,6.2187,6.2187,HK,0.45,INNSA1,0,1,2725.99,BOL-0023Walp,True,True,True,OM,0,1,3,0,0,2,DA,Canara Bank,226159,0.0,0.12122,0,0,0,4,1,11,2,2920.0,0,2.060357078262667,clean,0
72d3a12c-45c7-460d-9600-3bcb07a1ceb0,2024-06-25 14:14:11,INV-Ww1450,12772329504,45486104959,Coimbatore,6110,Focused 24hour analyzer goods,2123.1,PCS,3657.96,10078.19,10078.19,10078.19,4.7469,4.7469,PK,0.9,INICJ4,0,0,3657.96,BOL-6943SDEI,True,True,True,,0,1,4,0,0,0,CAD,Federal Bank,823159,0.0,0.362958,0,0,0,4,0,14,1,4015.0,0,0.5153302940894926,clean,0
8a9330a5-0094-4195-ad03-842393399b59,2025-01-01 20:41:58,INV-Qg1444,59088244779,35593865707,Namakkal,0803,Distributed explicit Internet solution goods,3828.06,LTR,5932.55,1405.11,1405.11,1405.11,0.3671,0.3671,PK,0.9,INNSA1,0,0,5932.55,BOL-4898jdfH,True,True,True,,0,1,3,0,0,2,LC,Indian Bank,875446,0.0,4.222129,0,0,0,5,0,6,1,4745.0,0,1.0640629404612525,clean,0
49a81a7d-39f3-47ed-842e-00b959e2c430,2024-09-21 03:16:02,INV-LK3684,69835239867,17536929706,Dharmapuri,5201,whiteboard cross-media e-markets products,411.63,LTR,807.57,2000.0,861.45,861.45,5.7552,2.0927,MM,0.85,INNSA1,0,0,807.57,BOL-8864XDvo,True,True,True,,0,1,3,0,0,2,DP,HDFC Bank,144565,175.01,0.340882,1,0,0,4,1,10,2,0.0,0,1.386779624261169,over_invoicing,1
12e669b3-1215-47fe-8110-0f8447f6466d,2025-05-01 19:40:04,INV-Uz6358,23647983542,26404430501,Salem,7204,general cargo,1759.26,LTR,0.0,416.51,416.51,416.51,0.2368,0.2368,IR,0.98,INNSA1,0,0,0.0,,,True,,,0,1,3,0,0,1,TT,Canara Bank,750318,0.0,0.0,0,1,0,2,0,6,4,4745.0,0,0.7848367345579075,ghost_shipment,1
2f02755b-7148-4071-b2cf-74b5676b76ba,2025-03-10 19:58:08,INV-sN8541,17852813842,23129249220,Namakkal,8542,Centralized encompassing function goods,9506.33,LTR,22839.48,1546168.3,1546168.3,1546168.3,162.6462,162.6462,PK,0.9,INNSA1,0,0,22839.48,BOL-5743BKHF,True,True,True,,0,1,0,0,0,0,TT,Union Bank of India,429676,0.0,0.014772,0,0,0,4,0,1,1,1460.0,0,2.27777489171867,clean,0
2d7c8404-f73e-4d17-8a00-ad54aaf82cc4,2026-02-04 13:28:25,INV-Ez0638,31892892806,51067532816,Thoothukudi,2709,re-intermediate bleeding-edge mindshare products,1519.04,MTR,1294.56,2060.77,906.76,906.76,1.3566,0.5969,KP,1.0,INTUT1,0,0,1294.56,BOL-8200KoXq,True,True,True,,0,1,0,0,0,5,DA,Union Bank of India,090308,127.27,0.628193,0,0,0,4,0,3,2,4380.0,0,2.8208888687399885,over_invoicing,1
230c9c1d-6163-4d67-8a73-87249fb49fbe,2025-07-06 22:19:27,INV-lQ9717,88935229032,17155021419,Thanjavur,5201,Ergonomic dedicated flexibility goods,2879.34,LTR,6665.55,3414.24,3414.24,3414.24,1.1858,1.1858,HK,0.45,INNSA1,0,1,6665.55,BOL-4709PjrZ,True,True,True,AE,0,1,2,0,0,1,DP,Axis Bank,742783,0.0,1.952281,0,0,0,4,0,1,3,5110.0,0,1.4664911038277597,clean,0
5f8b1be2-ab58-497a-9f88-935ceddde52d,2024-07-06 17:15:24,INV-tz5524,79378383316,88839961608,Tiruppur,7108,Customer-focused reciprocal adapter goods,2908.59,MTR,3147.58,170978494.15,170978494.15,170978494.15,58783.9434,58783.9434,NG,0.7,INITP6,0,0,3147.58,BOL-1916ZAfJ,True,True,True,,0,1,1,0,0,0,DP,Union Bank of India,559260,0.0,1.8e-05,0,0,0,4,0,1,1,730.0,0,1.5068832735626105,clean,0
59a5331b-b991-4d51-a028-f870d1234978,2024-07-08 22:10:51,INV-UT5109,21327270714,58489444452,Perambalur,7108,Right-sized global open system goods,4431.52,NOS,18570.36,257304465.3,257304465.3,257304465.3,58062.344,58062.344,HK,0.45,INNSA1,0,0,18570.36,BOL-5931kbmA,True,True,True,AE,0,0,1,0,0,1,LC,Federal Bank,680300,0.0,7.2e-05,0,0,0,5,0,1,2,1460.0,0,2.2629188413507833,clean,0
abf4e2f5-6000-4538-9395-c23895bb610e,2025-04-10 02:24:11,INV-zA6919,58466929961,31892892806,Coimbatore,3004,matrix synergistic architectures products,6961.74,MTR,12116.78,117420.35,117420.35,117420.35,16.8665,16.8665,VN,0.4,INICJ4,0,0,12116.78,BOL-6505BiET,True,True,True,,1,1,2,0,0,4,DP,Union Bank of India,196940,0.0,0.103191,0,0,0,4,1,1,1,365.0,0,2.815005404412268,round_tripping,1
4f917a0a-e299-4f90-84b7-6cddd5aac37f,2025-03-24 00:49:12,INV-Db8575,38697013992,85934766824,Vellore,2709,Compatible coherent orchestration goods,1289.3,KG,4127.67,677.65,677.65,677.65,0.5256,0.5256,NG,0.7,INNSA1,0,0,4127.67,BOL-1161qfAe,True,True,True,,0,1,3,0,0,1,CAD,Federal Bank,934011,0.0,6.091181,0,0,0,4,0,13,6,730.0,0,1.3753819876108968,clean,0
9a653548-7eaa-483d-badf-0987baa0b164,2025-03-13 20:36:50,INV-fV6052,62738732605,66398318019,Perambalur,2709,Networked web-enabled capacity goods,3497.46,MTR,12091.46,1909.85,1909.85,1909.85,0.5461,0.5461,KP,1.0,INNSA1,0,0,12091.46,BOL-6989SecJ,True,True,True,,0,1,0,0,0,1,DA,Union Bank of India,974400,0.0,6.331087,0,0,0,4,0,2,1,4015.0,0,0.8695554497631774,clean,0
ed4a0d07-97e2-4229-8f57-c40834a58633,2025-04-08 04:36:46,INV-Nm2342,15137380120,41067936707,Krishnagiri,7204,Distributed disintermediate analyzer goods,2369.99,PCS,1978.97,505.46,505.46,505.46,0.2133,0.2133,IR,0.98,INNSA1,0,0,1978.97,BOL-0368NuoV,True,True,True,,0,1,1,0,0,2,DP,Canara Bank,199725,0.0,3.915174,0,0,0,4,1,1,5,2190.0,0,1.8627023419816213,clean,0
6fc1cd94-ccbd-40b9-b4f9-a662b6f7d6c1,2026-04-14 08:33:09,INV-Pz4476,52456531885,53188236259,Madurai,3004,Reduced bifurcated alliance goods,5982.76,MTR,6160.11,165548.26,165548.26,165548.26,27.6709,27.6709,IR,0.98,INMAA4,0,0,6160.11,BOL-0694BRMN,True,,True,,0,1,0,0,0,0,DP,Indian Bank,138758,0.0,0.03721,0,0,0,4,0,3,1,3285.0,0,1.8084765694337612,clean,0
22b5422b-2c12-409d-a3df-fda2e085d0da,2024-04-28 07:56:19,INV-Yh1635,74651464145,91023145003,Kancheepuram,3004,envisioneer one-to-one functionalities products,6548.84,NOS,22547.56,71970.85,238711.2,238711.2,10.9899,36.4509,IR,0.98,INNSA1,0,0,22547.56,BOL-4463ggIZ,True,True,True,,0,1,0,0,0,5,DA,Union Bank of India,823625,-69.85,0.313287,0,0,0,4,0,17,7,2920.0,0,2.5699388242451393,under_invoicing,1
34508a4f-7116-45e5-bb0e-23b4d3900dc7,2025-07-16 11:25:47,INV-pu4924,69009960074,89826032509,Tiruppur,2601,empower frictionless initiatives products,6445.57,KG,17663.78,0.0,982.65,982.65,0.0721,0.1525,PK,0.9,INITP6,0,0,17663.78,BOL-2954lZuq,True,True,True,,0,1,1,0,0,0,TT,Punjab National Bank,122207,-52.68,37.989613,1,0,0,4,0,5,0,2920.0,0,2.6325658953808526,under_invoicing,1
96fd6b0f-352c-4ca4-92e0-1ddd1b0bf38e,2024-06-29 05:31:20,INV-ri1944,14908720923,51559464810,Perambalur,7108,Optional executive emulation goods,9757.6,NOS,19322.31,472647648.36,472647648.36,472647648.36,48438.904,48438.904,KP,1.0,INNSA1,0,0,19322.31,BOL-8852sHqs,True,True,True,,0,1,0,0,0,2,DA,Federal Bank,636294,0.0,4.1e-05,0,0,0,4,0,18,4,365.0,0,1.2045252639532926,clean,0
81d4a679-257a-40b6-9c6c-04cac9ee5768,2024-12-23 02:54:22,INV-HA9319,26109568854,81607998435,Namakkal,6403,Balanced analyzing forecast goods,6178.2,LTR,20639.03,60201.29,60201.29,60201.29,9.7441,9.7441,CN,0.1,INNSA1,0,0,20639.03,BOL-3347zXXo,True,True,True,,0,0,2,0,0,0,DP,Canara Bank,092932,0.0,0.342834,0,0,0,4,1,12,6,1825.0,0,2.6962349353243718,clean,0
7b1d888f-0836-4e3c-acdb-474e925454dc,2025-01-25 09:15:10,INV-HM4453,80874983691,37279866499,Kancheepuram,3004,streamline global technologies products,4608.87,PCS,16470.33,550581.45,164220.79,164220.79,119.4613,35.6315,MM,0.85,INNSA1,0,0,16470.33,BOL-2253YHdA,True,True,True,,0,1,4,0,0,2,LC,Indian Bank,880432,235.27,0.029914,0,0,0,4,0,14,5,2920.0,0,0.8008114984047431,over_invoicing,1
c8c1b855-dcb4-499e-8e33-8f389561a66d,2024-10-25 23:51:03,INV-Hz9728,84159537279,36973717354,Tiruppur,0803,Exclusive bottom-line process improvement goods,110.75,KG,60.51,48.59,48.59,48.59,0.4387,0.4387,KP,1.0,INITP6,0,0,60.51,BOL-8927cdAV,True,True,True,,0,1,3,0,0,2,DP,Canara Bank,444626,0.0,1.245424,0,0,0,5,0,14,4,5110.0,0,2.262993017568453,clean,0
48849976-250d-4621-89f6-7da32f4cb4b6,2025-05-26 01:18:27,INV-Mj8843,68895389804,46341280502,Salem,7204,Open-architected next generation firmware goods,511.49,KG,1307.91,140.43,140.43,140.43,0.2745,0.2745,MM,0.85,INNSA1,0,0,1307.91,BOL-2029jTue,True,True,True,,0,0,4,0,0,0,TT,Canara Bank,512758,0.0,9.313734,0,0,0,5,0,15,1,1825.0,0,2.606399546801497,clean,0
a95c7948-a1bf-4f76-a680-cd34bb878824,2025-02-07 11:13:39,INV-DZ8934,12449571523,45486104959,Thanjavur,8542,Organic 6thgeneration secured line goods,3268.43,KG,13407.71,753343.25,753343.25,753343.25,230.4908,230.4908,NG,0.7,INNSA1,0,0,13407.71,BOL-8633hCWG,True,True,True,,0,1,3,0,0,2,DP,City Union Bank,872820,0.0,0.017798,0,0,0,5,0,0,7,2190.0,0,0.7606675749318801,clean,0
14435716-25e7-4323-b9d5-10f1a6282e2e,2025-01-07 02:59:10,INV-Pm2319,79976485389,38907285607,Kancheepuram,8471,Multi-lateral zero administration strategy goods,272.63,LTR,360.37,28755.48,28755.48,28755.48,105.4742,105.4742,MM,0.85,INNSA1,0,0,360.37,BOL-8476HMQB,True,True,True,,0,1,3,0,0,1,DP,Bank of Baroda,296165,0.0,0.012532,0,0,0,5,1,0,2,2555.0,0,2.8879819855755313,clean,0
c91a05b0-17cf-418e-9374-bcca83213ebf,2024-12-24 05:22:55,INV-Ch5895,59229312364,61932025601,Thoothukudi,8471,Configurable radical capability goods,3586.71,PCS,13317.18,322753.92,322753.92,322753.92,89.9862,89.9862,PK,0.9,INTUT1,1,0,13317.18,BOL-0808kWgt,True,True,True,,0,1,0,0,0,0,DA,ICICI Bank,863364,0.0,0.041261,0,0,0,4,0,13,3,730.0,0,2.817666159950867,clean,0
dc999c15-ceab-4090-bf18-5bf4dad298ac,2026-02-13 16:35:46,INV-aH8653,69901966421,11975352365,Tiruppur,5201,optimize next-generation e-business products,7571.06,LTR,24056.88,51000.0,16792.89,16792.89,6.686,2.218,MM,0.85,INITP6,0,0,24056.88,BOL-4690IMWF,True,True,True,,0,0,1,0,0,4,DP,Canara Bank,737280,201.44,0.475247,1,0,0,4,0,2,5,2555.0,0,1.34708868732125,over_invoicing,1
37eab43f-3287-4adc-b3c8-2bb3763999e5,2025-10-20 09:58:54,INV-Fn8276,12333828643,58337166363,Chennai,8471,Profound high-level contingency goods,2307.74,LTR,3855.34,202844.96,202844.96,202844.96,87.8978,87.8978,AE,0.5,INNSA1,0,0,3855.34,BOL-6155rhJR,True,True,True,SA,0,1,3,0,0,0,TT,ICICI Bank,666747,0.0,0.019006,0,0,0,4,0,9,2,4745.0,0,2.5535665852997016,clean,0
7e008097-de7e-46a1-98e3-cf4914d66531,2025-03-15 13:22:04,INV-xO7802,68307675380,96778075324,Vellore,0901,Public-key motivating hardware goods,1582.9,KG,2368.25,5095.54,5095.54,5095.54,3.2191,3.2191,SY,0.95,INNSA1,0,0,2368.25,BOL-9508QepQ,True,True,True,,0,0,1,0,0,2,DA,Bank of Baroda,188520,0.0,0.464769,0,0,0,4,0,4,5,5110.0,0,1.3610852399910336,clean,0
44ba2ad8-51f2-4e76-be5d-8b0d45aa21a7,2024-10-17 14:12:56,INV-Iw7613,46417817098,84155616308,Madurai,2601,Profound composite open system goods,495.04,NOS,1456.3,54.19,54.19,54.19,0.1095,0.1095,PK,0.9,INMAA4,0,0,1456.3,BOL-1821dAKz,True,True,True,,0,1,3,0,0,2,LC,Union Bank of India,989184,0.0,26.87583,0,0,0,5,0,6,5,0.0,0,2.9231557580062772,clean,0
c80f4b68-8d57-4fa7-8b80-37651b5ed094,2025-12-20 04:06:08,INV-Pv2364,91076525254,11709513944,Dindigul,8703,Reactive optimal attitude goods,6852.71,MTR,18359.75,114373378.06,114373378.06,114373378.06,16690.2401,16690.2401,US,0.1,INNSA1,0,0,18359.75,BOL-0467CvPl,True,True,True,,0,1,3,0,0,0,CAD,HDFC Bank,764542,0.0,0.000161,0,0,0,4,1,9,1,1095.0,0,2.466309965103136,clean,0
f3ab7baf-7d68-4321-b7a8-4428d59e9263,2024-06-11 15:14:54,INV-Os9800,71156214900,20026614312,Tiruppur,0803,Decentralized clear-thinking adapter goods,690.43,MTR,2603.85,219.67,219.67,219.67,0.3182,0.3182,DE,0.1,INITP6,0,0,2603.85,BOL-5150EyZr,True,True,True,,0,1,3,0,0,1,DP,Canara Bank,660308,0.0,11.853656,0,0,0,4,0,0,2,4015.0,0,2.5828976845390597,clean,0
e9ff3230-b835-41e0-b6eb-ce29b9d8d020,2024-07-21 13:04:54,INV-YQ9968,64617590456,21746819465,Sivaganga,8517,Face-to-face clear-thinking throughput goods,3919.19,MTR,8395.44,266447.9,266447.9,266447.9,67.9855,67.9855,CN,0.1,INNSA1,0,0,8395.44,BOL-9021xiwy,True,True,True,,0,0,2,0,0,0,CAD,Axis Bank,904692,0.0,0.031509,0,0,0,4,0,10,2,730.0,0,2.381646446359752,clean,0
a02693e9-dd6a-4ba9-b037-d28c80978a33,2024-07-30 06:07:02,INV-VH5975,57188490408,12333828643,Dharmapuri,2601,Vision-oriented stable conglomeration goods,4988.75,KG,23469.53,673.46,673.46,673.46,0.135,0.135,KP,1.0,INNSA1,0,0,23469.53,BOL-0480kzzR,True,True,True,,0,1,4,0,0,2,LC,Axis Bank,199758,0.0,34.849144,0,0,0,4,0,19,6,1825.0,0,2.6366926068799432,clean,0
136086e0-3947-4bf8-a8eb-416735269bae,2025-01-05 20:07:20,INV-JV0001,68151802474,37658773463,Erode,0803,assorted goods,2872.54,LTR,9664.36,138.0,287.25,287.25,0.048,0.1,SG,0.1,INNSA1,0,0,9664.36,BOL-3204rUsC,True,True,True,HK,0,1,3,0,0,4,LC,Axis Bank,699519,-51.96,70.029705,0,0,0,2,0,2,1,2920.0,0,1.1354353175477063,misdescription,1
6a35ee22-c51a-40bc-aeb4-da6cd1d5902d,2026-01-11 05:45:23,INV-Cx6820,76385218292,34478549131,Thoothukudi,0901,Total reciprocal methodology goods,5938.32,PCS,12805.2,20749.2,20749.2,20749.2,3.4941,3.4941,DE,0.1,INTUT1,0,0,12805.2,BOL-5244lAfc,True,True,True,,0,1,0,0,0,1,DA,HDFC Bank,674890,0.0,0.617142,0,0,0,4,0,0,2,1825.0,0,2.3155865875967723,clean,0
0d43905e-64ec-49f7-970a-0a3df926617e,2024-08-27 00:21:49,INV-Cp4782,77354910970,82621059749,Namakkal,2709,embrace robust interfaces products,5193.89,PCS,8035.19,1000.0,1765.91,1765.91,0.1021,0.34,US,0.1,INNSA1,0,0,8035.19,BOL-4219kYkO,True,True,True,,0,1,2,0,0,0,LC,Union Bank of India,124048,-69.97,15.151868,1,0,0,4,0,16,1,3650.0,0,1.898144555517288,under_invoicing,1
ecd18df9-9db4-41ef-8639-de5ffbc241f5,2025-03-18 06:43:26,INV-pt9424,38653552751,77048864986,Perambalur,8703,Triple-buffered uniform migration goods,1133.9,LTR,2860.3,15734650.28,15734650.28,15734650.28,13876.5241,13876.5241,CN,0.1,INNSA1,0,0,2860.3,BOL-0508nJXX,True,True,True,,0,1,2,0,0,1,LC,Union Bank of India,376449,0.0,0.000182,0,0,0,4,0,7,1,3285.0,0,0.5228899115653556,clean,0
3fa1bf60-2181-46fb-861d-122ec02e865a,2025-07-26 19:58:34,INV-Al0879,46233085694,39479516874,Erode,8542,transition next-generation communities products,6312.74,PCS,18508.58,4448783.73,1170439.61,1170439.61,704.7315,185.4093,VN,0.4,INNSA1,0,0,18508.58,BOL-4810TzXP,True,True,True,,0,0,2,0,0,3,CAD,Axis Bank,340804,280.1,0.00416,0,0,0,4,0,15,4,2920.0,0,1.3090186222349798,over_invoicing,1
e1a98cc6-33c5-41e1-ab37-79fc2286bd62,2025-10-30 17:27:06,INV-Jj9779,55279630184,35053542507,Sivaganga,3004,Vision-oriented impactful forecast goods,2080.67,LTR,7774.26,42156.76,42156.76,42156.76,20.2612,20.2612,MM,0.85,INNSA1,0,0,7774.26,BOL-0095femG,True,True,True,,0,1,1,0,0,0,DA,State Bank of India,754499,0.0,0.184413,0,0,0,4,0,19,4,730.0,0,1.9284663943307467,clean,0
1598fc60-1f57-4aef-ae49-01db7dffa00e,2025-04-30 09:59:17,INV-oK7276,51855282703,28297129392,Tiruppur,6204,Organized directional approach goods,8251.76,LTR,18483.57,38356.3,38356.3,38356.3,4.6483,4.6483,IR,0.98,INITP6,0,0,18483.57,BOL-3290MWcN,True,True,True,,0,1,1,0,0,1,CAD,HDFC Bank,301491,0.0,0.481891,0,0,0,4,0,19,3,730.0,0,1.5088987788455326,clean,0
88684346-c639-4803-ba4d-85907fb2e38a,2025-03-01 13:15:50,INV-au6290,49626335005,78368776962,Sivaganga,8703,Advanced cohesive parallelism goods,9878.56,MTR,32810.09,176455557.82,176455557.82,176455557.82,17862.4723,17862.4723,KP,1.0,INNSA1,0,0,32810.09,BOL-1956MkDs,True,True,True,,0,0,3,0,0,1,TT,Axis Bank,128959,0.0,0.000186,0,0,0,4,0,6,1,1825.0,0,2.1899456876858983,clean,0
b57ecfa4-10f0-4180-bd02-e4637b4cdad2,2025-11-05 02:50:47,INV-lq9609,15857591543,22906666886,Dharmapuri,8517,Multi-lateral responsive instruction set goods,5632.35,LTR,4749.53,210727.65,210727.65,210727.65,37.4138,37.4138,MM,0.85,INNSA1,0,0,4749.53,BOL-7419EnIp,True,True,True,,0,0,3,0,0,1,CAD,Indian Overseas Bank,158968,0.0,0.022539,0,0,0,5,1,2,2,4380.0,0,2.615173354235315,clean,0
03ab634a-fec2-453b-ba17-6a596017799d,2024-07-21 11:47:30,INV-HH9559,73443773586,55989714850,Erode,6204,Profit-focused optimal implementation goods,3933.93,KG,5670.02,12703.88,12703.88,12703.88,3.2293,3.2293,CN,0.1,INNSA1,0,0,5670.02,BOL-0414trYN,True,True,True,,0,1,4,0,0,2,CAD,HDFC Bank,442855,0.0,0.446322,0,0,0,4,0,10,1,2555.0,0,2.27427619432264,clean,0
dc512fc6-531f-41d2-aa60-51dc9bcd6c30,2025-07-15 16:19:38,INV-Ni6563,18684542763,59347611432,Krishnagiri,8517,Organic 3rdgeneration neural-net goods,2257.33,PCS,10639.1,151748.85,151748.85,151748.85,67.225,67.225,IR,0.98,INNSA1,0,0,10639.1,BOL-7171lvOL,True,True,True,,0,1,1,0,0,2,CAD,HDFC Bank,685477,0.0,0.07011,0,0,0,4,0,4,1,2190.0,0,2.2104420339257262,clean,0
65301ca2-f6b3-446a-a09a-0c3c4602fc1a,2024-05-09 00:56:42,INV-nN2868,45909676669,18684542763,Dindigul,0803,Streamlined contextually-based project goods,6769.19,KG,28281.91,4036.19,4036.19,4036.19,0.5963,0.5963,NG,0.7,INNSA1,0,0,28281.91,BOL-0189KgWN,True,True,True,,0,1,0,0,0,0,DA,Punjab National Bank,534876,0.0,7.007086,0,0,0,4,0,2,4,3650.0,0,1.3705751263799593,clean,0
7cc91663-44fc-4fea-b02c-c8e4904429e9,2024-11-27 02:15:09,INV-Pb7435,99565867457,81096429290,Tirunelveli,2709,Intuitive mobile website goods,2569.53,NOS,6330.1,1414.19,1414.19,1414.19,0.5504,0.5504,AE,0.5,INNSA1,0,0,6330.1,BOL-4610snuA,True,True,True,HK,0,1,3,0,0,0,DA,Federal Bank,321078,0.0,4.476136,0,0,0,4,1,16,1,4745.0,0,1.6256280566541956,clean,0
dd2f1a58-5d23-4289-ad0e-12c4cca1f7a2,2026-02-03 10:51:28,INV-jf9112,34208526914,63062081049,Tiruppur,6110,incubate customized e-tailers products,7874.86,MTR,14908.08,52896.95,52896.95,52896.95,6.7172,6.7172,US,0.1,INITP6,0,0,14908.08,BOL-3375xNBx,True,True,True,,1,1,2,0,0,1,TT,City Union Bank,854918,0.0,0.281832,0,0,0,4,0,4,5,4380.0,0,2.0303847716426198,round_tripping,1
cbf60ba7-2580-41b7-8296-5f56b28cfc24,2025-02-07 05:09:56,INV-rr5085,10875775264,62357043054,Dindigul,8517,Streamlined demand-driven time-frame goods,4147.2,NOS,11108.37,270074.62,270074.62,270074.62,65.1221,65.1221,US,0.1,INNSA1,0,0,11108.37,BOL-2846otzN,True,,True,,0,1,1,0,0,1,LC,Federal Bank,573446,0.0,0.041131,0,0,0,4,0,0,2,3285.0,0,1.189799164759062,clean,0
a3391c98-8fc8-4a5a-8f35-112b15dd4c7c,2025-02-06 03:23:40,INV-mh5512,62554503651,31892892806,Chennai,8471,Public-key 3rdgeneration alliance goods,3302.77,PCS,13381.12,231690.27,231690.27,231690.27,70.1503,70.1503,NG,0.7,INNSA1,0,0,13381.12,BOL-5563Argz,True,True,True,,0,1,3,0,0,2,TT,Union Bank of India,151631,0.0,0.057754,0,0,0,4,1,1,2,4380.0,0,0.5120313704931105,clean,0
052667c8-f9f1-4994-9970-67c716a4e86a,2026-01-10 03:57:49,INV-vM1945,16573870511,42272288445,Vellore,5201,Balanced neutral Graphic Interface goods,7801.22,KG,5791.41,12527.81,12527.81,12527.81,1.6059,1.6059,IR,0.98,INNSA1,0,0,5791.41,BOL-4754WTlZ,True,,True,,0,1,2,0,0,0,CAD,Indian Bank,392775,0.0,0.462284,0,0,0,5,1,1,1,5110.0,0,0.9354386235651229,clean,0
b4667904-678c-4ae8-87dc-643bf1e9608a,2025-04-14 13:48:37,INV-Gx6313,69762813135,40938095837,Ranipet,2601,Triple-buffered secondary toolset goods,2787.59,NOS,8806.69,437.45,437.45,437.45,0.1569,0.1569,PK,0.9,INNSA1,0,0,8806.69,BOL-8793pNOS,True,True,True,,0,1,1,0,0,0,LC,Punjab National Bank,707634,0.0,20.13207,0,0,0,4,0,3,4,730.0,0,1.0404656344032817,clean,0
df1f2216-b041-4f05-bfa3-ba95ebe35a41,2024-04-20 12:21:11,INV-UY0743,33471092641,27362122497,Erode,8471,Intuitive explicit Graphic Interface goods,7444.11,PCS,19103.56,883617.51,883617.51,883617.51,118.7003,118.7003,KP,1.0,INNSA1,0,0,19103.56,BOL-9870OXap,True,True,True,,0,0,1,0,0,2,CAD,Indian Bank,903514,0.0,0.02162,0,0,0,5,0,9,8,4380.0,0,1.8494332745167668,clean,0
